GO.ID	Term	Annotated	Significant	Expected	pval	Gene	Sig?	Fold change	Name	Description
GO:0007160	cell-matrix adhesion	32	8	0.69	2.6e-07	ENSDARG00000008969	0	0.1003924999192178	fgb	fibrinogen beta chain [Source:ZFIN;Acc:ZDB-GENE-030131-9261]
GO:0007160	cell-matrix adhesion	32	8	0.69	2.6e-07	ENSDARG00000012942	0	0.06358488836293506	itgb5	integrin, beta 5 [Source:ZFIN;Acc:ZDB-GENE-030131-6022]
GO:0007160	cell-matrix adhesion	32	8	0.69	2.6e-07	ENSDARG00000016939	0	0.17529562935122533	itgb2	integrin, beta 2 [Source:ZFIN;Acc:ZDB-GENE-110411-4]
GO:0007160	cell-matrix adhesion	32	8	0.69	2.6e-07	ENSDARG00000019117	0	0.19485375136340502	parvb	parvin, beta [Source:ZFIN;Acc:ZDB-GENE-030131-4411]
GO:0007160	cell-matrix adhesion	32	8	0.69	2.6e-07	ENSDARG00000028222	0	0.11638583955147588	itgb8	integrin, beta 8 [Source:ZFIN;Acc:ZDB-GENE-071213-3]
GO:0007160	cell-matrix adhesion	32	8	0.69	2.6e-07	ENSDARG00000028533	0	0.008103259229346557	macf1a	microtubule actin crosslinking factor 1a [Source:ZFIN;Acc:ZDB-GENE-030131-3606]
GO:0007160	cell-matrix adhesion	32	8	0.69	2.6e-07	ENSDARG00000037281	0	0.19424979101785236	fgg	fibrinogen gamma chain [Source:ZFIN;Acc:ZDB-GENE-040426-1998]
GO:0007160	cell-matrix adhesion	32	8	0.69	2.6e-07	ENSDARG00000045420	0	0.020544012591497896	epdr1	ependymin related 1 [Source:ZFIN;Acc:ZDB-GENE-040718-113]
GO:0007160	cell-matrix adhesion	32	8	0.69	2.6e-07	ENSDARG00000053232	0	0.007592480294237903	itgb1b.1	integrin, beta 1b.1 [Source:ZFIN;Acc:ZDB-GENE-060803-3]
GO:0007160	cell-matrix adhesion	32	8	0.69	2.6e-07	ENSDARG00000056964	0	0.016147232230669713	ilk	integrin-linked kinase [Source:ZFIN;Acc:ZDB-GENE-040426-1435]
GO:0007160	cell-matrix adhesion	32	8	0.69	2.6e-07	ENSDARG00000060415	0	0.1099779085180522	arhgef28a	Rho guanine nucleotide exchange factor (GEF) 28a [Source:ZFIN;Acc:ZDB-GENE-060531-28]
GO:0007160	cell-matrix adhesion	32	8	0.69	2.6e-07	ENSDARG00000061862	0	0.09551952477643541	myo18ab	myosin XVIIIAb [Source:ZFIN;Acc:ZDB-GENE-080423-1]
GO:0007160	cell-matrix adhesion	32	8	0.69	2.6e-07	ENSDARG00000079336	0	0.07782849760737644	strc1	stereocilin 1 [Source:ZFIN;Acc:ZDB-GENE-110411-215]
GO:0007160	cell-matrix adhesion	32	8	0.69	2.6e-07	ENSDARG00000080675	0	0.2174435753687625	si:dkey-71b5.7	si:dkey-71b5.7 [Source:ZFIN;Acc:ZDB-GENE-100922-124]
GO:0007160	cell-matrix adhesion	32	8	0.69	2.6e-07	ENSDARG00000097080	0	1.543585200246777	si:ch73-181m17.1	si:ch73-181m17.1 [Source:ZFIN;Acc:ZDB-GENE-131122-49]
GO:0007160	cell-matrix adhesion	32	8	0.69	2.6e-07	ENSDARG00000097539	0	1.344657162439319	si:ch211-39f2.3	si:ch211-39f2.3 [Source:ZFIN;Acc:ZDB-GENE-131126-52]
GO:0007160	cell-matrix adhesion	32	8	0.69	2.6e-07	ENSDARG00000100190	0	0.29594907925765374	si:ch211-188p14.4	si:ch211-188p14.4 [Source:ZFIN;Acc:ZDB-GENE-121214-355]
GO:0007160	cell-matrix adhesion	32	8	0.69	2.6e-07	ENSDARG00000100739	0	0.010994694875734993	CABZ01052573.1	NA
GO:0007160	cell-matrix adhesion	32	8	0.69	2.6e-07	ENSDARG00000103129	0	0.06688670100086477	nid1b	nidogen 1b [Source:ZFIN;Acc:ZDB-GENE-070802-3]
GO:0007160	cell-matrix adhesion	32	8	0.69	2.6e-07	ENSDARG00000103634	0	0.7795908993050142	CU914622.2	si:ch73-329n5.6 [Source:NCBI gene;Acc:101883339]
GO:0007160	cell-matrix adhesion	32	8	0.69	2.6e-07	ENSDARG00000103973	0	0.900150816796191	CABZ01051602.1	sushi, nidogen and EGF-like domain-containing protein 1 [Source:NCBI gene;Acc:103910028]
GO:0007160	cell-matrix adhesion	32	8	0.69	2.6e-07	ENSDARG00000104324	0	0.891821211135189	si:ch211-182p11.1	si:ch211-182p11.1 [Source:ZFIN;Acc:ZDB-GENE-131127-323]
GO:0007160	cell-matrix adhesion	32	8	0.69	2.6e-07	ENSDARG00000115301	0	0.0029169820157650085	lurap1	leucine rich adaptor protein 1 [Source:ZFIN;Acc:ZDB-GENE-070928-35]
GO:0007160	cell-matrix adhesion	32	8	0.69	2.6e-07	ENSDARG00000116430	0	0.25543129687001453	si:ch73-329n5.2	si:ch73-329n5.2 [Source:ZFIN;Acc:ZDB-GENE-131121-66]
GO:0007160	cell-matrix adhesion	32	8	0.69	2.6e-07	ENSDARG00000031588	1	2.823494541738634	si:dkey-239b22.1	si:dkey-239b22.1 [Source:ZFIN;Acc:ZDB-GENE-131119-12]
GO:0007160	cell-matrix adhesion	32	8	0.69	2.6e-07	ENSDARG00000076386	1	0.49383003798662545	epdl1	ependymin-like 1 [Source:ZFIN;Acc:ZDB-GENE-090710-3]
GO:0007160	cell-matrix adhesion	32	8	0.69	2.6e-07	ENSDARG00000098256	1	1.6258773755635456	si:ch73-329n5.6	si:ch73-329n5.6 [Source:ZFIN;Acc:ZDB-GENE-131121-171]
GO:0007160	cell-matrix adhesion	32	8	0.69	2.6e-07	ENSDARG00000098736	1	2.5321693032529486	si:dkey-201i2.4	si:dkey-201i2.4 [Source:ZFIN;Acc:ZDB-GENE-141215-24]
GO:0007160	cell-matrix adhesion	32	8	0.69	2.6e-07	ENSDARG00000100106	1	2.7381360461256716	CR385054.1	NA
GO:0007160	cell-matrix adhesion	32	8	0.69	2.6e-07	ENSDARG00000103650	1	1.4875851923440775	si:ch73-329n5.1	si:ch73-329n5.1 [Source:ZFIN;Acc:ZDB-GENE-131121-475]
GO:0007160	cell-matrix adhesion	32	8	0.69	2.6e-07	ENSDARG00000104642	1	1.4934959014278024	si:dkey-31i7.2	si:dkey-31i7.2 [Source:ZFIN;Acc:ZDB-GENE-131121-104]
GO:0007160	cell-matrix adhesion	32	8	0.69	2.6e-07	ENSDARG00000113076	1	2.7644239345273194	si:ch211-182p11.1	si:ch211-182p11.1 [Source:ZFIN;Acc:ZDB-GENE-131127-323]
GO:1990266	neutrophil migration	39	7	0.84	1.6e-05	ENSDARG00000004301	0	0.09647430960618052	rhogb	ras homolog family member Gb [Source:ZFIN;Acc:ZDB-GENE-030131-8877]
GO:1990266	neutrophil migration	39	7	0.84	1.6e-05	ENSDARG00000028401	0	0.010983576240256466	rhogc	ras homolog gene family, member Gc [Source:ZFIN;Acc:ZDB-GENE-030131-3402]
GO:1990266	neutrophil migration	39	7	0.84	1.6e-05	ENSDARG00000030608	0	0.12485918270349974	rhogd	ras homolog gene family, member Gd [Source:ZFIN;Acc:ZDB-GENE-040426-1504]
GO:1990266	neutrophil migration	39	7	0.84	1.6e-05	ENSDARG00000035632	0	0.6491363297346352	ccl19a.2	chemokine (C-C motif) ligand 19a, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-081022-55]
GO:1990266	neutrophil migration	39	7	0.84	1.6e-05	ENSDARG00000037116	0	0.043486454914690595	cxcl12a	chemokine (C-X-C motif) ligand 12a (stromal cell-derived factor 1) [Source:ZFIN;Acc:ZDB-GENE-030318-1]
GO:1990266	neutrophil migration	39	7	0.84	1.6e-05	ENSDARG00000041917	0	0.8466228782740435	ccl38a.4	chemokine (C-C motif) ligand 38, duplicate 4 [Source:ZFIN;Acc:ZDB-GENE-041014-163]
GO:1990266	neutrophil migration	39	7	0.84	1.6e-05	ENSDARG00000041919	0	0.6200283326335808	ccl38.1	chemokine (C-C motif) ligand 38, duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-041014-320]
GO:1990266	neutrophil migration	39	7	0.84	1.6e-05	ENSDARG00000041923	0	1.5163555617134674	ccl38.6	chemokine (C-C motif) ligand 38, duplicate 6 [Source:ZFIN;Acc:ZDB-GENE-041014-165]
