ID	p	p.adjusted	name
ZFA:0001484	1.6231094759320302E-8	1.235186311184275E-5	"superficial blastomere"
ZFA:0001185	1.7039901872418244E-8	1.2967365324910283E-5	"periderm"
ZFA:0000003	1.2856392556186785E-7	9.783714735258144E-5	"adaxial cell"
ZFA:0000086	1.311349797488168E-7	9.979371958884958E-5	"EVL"
ZFA:0009138	1.7069437948235055E-6	0.0012989842278606878	"mesodermal cell"
ZFA:0009291	1.9980460241039583E-6	0.0015205130243431122	"muscle precursor cell"
ZFA:0009025	2.9035871679791377E-6	0.002209629834832124	"myoblast"
ZFA:0009114	3.463391690651548E-6	0.002635641076585828	"muscle cell"
ZFA:0001373	3.863920863995721E-6	0.0029404437775007435	"migratory slow muscle precursor cell"
ZFA:0000105	7.006054905308394E-6	0.005331607782939687	"epidermis"
ZFA:0009251	1.753876422256771E-5	0.013346999573374027	"granulocyte monocyte progenitor cell"
ZFA:0009013	1.793456359452656E-5	0.01364820289543471	"single fate stem cell"
ZFA:0005145	1.1377101475229989E-4	0.08657974222650022	"muscle"
ZFA:0000368	1.480583247495675E-4	0.11267238513442086	"integument"
ZFA:0001086	2.5952066883554013E-4	0.19749522898384603	"muscle pioneer"
ZFA:0001486	3.7618076931769586E-4	0.28627356545076654	"epithelium"
ZFA:0000155	5.65325740902995E-4	0.4302128888271792	"somite"
ZFA:0000360	6.958158104934253E-4	0.5295158317854967	"heart tube"
ZFA:0000548	8.068680688037679E-4	0.6140266003596674	"musculature system"
ZFA:0000328	8.707546742378293E-4	0.6626443070949881	"cephalic musculature"
ZFA:0000279	9.241165883692054E-4	0.7032527237489653	"segmental plate"
ZFA:0005277	0.0012243028129848687	0.9316944406814851	"skeletal muscle"
ZFA:0009258	0.001586157652682117	1.0	"angioblastic mesenchymal cell"
ZFA:0001159	0.0018355633927387767	1.0	"immune system"
ZFA:0000114	0.0023371824915123978	1.0	"heart"
ZFA:0000255	0.002537689982838297	1.0	"paraxial mesoderm"
ZFA:0009115	0.002574177903270479	1.0	"skeletal muscle cell"
ZFA:0000591	0.0026201326004916883	1.0	"presumptive paraxial mesoderm"
ZFA:0001702	0.0027455109572471336	1.0	"apical ectodermal ridge"
ZFA:0000037	0.002859037774812585	1.0	"anatomical structure"
ZFA:0001652	0.003954069827778084	1.0	"head muscle"
ZFA:0001179	0.004174137936634873	1.0	"epidermal superficial stratum"
ZFA:0000081	0.004204287019105441	1.0	"trunk mesenchyme"
ZFA:0000172	0.004273371967226625	1.0	"branchial muscle"
ZFA:0000149	0.004396683033206469	1.0	"primitive heart tube"
ZFA:0000669	0.004564632233867513	1.0	"head kidney"
ZFA:0000521	0.00473248095347715	1.0	"hyoid muscle"
ZFA:0000382	0.004873071675645589	1.0	"acellular anatomical structure"
ZFA:0000154	0.005037929599503778	1.0	"sinus venosus"
ZFA:0001722	0.005797171434289998	1.0	"presumptive sinus venosus"
ZFA:0000048	0.007418542642989948	1.0	"olfactory placode"
ZFA:0000115	0.007608980089164316	1.0	"heart rudiment"
ZFA:0001688	0.007710585431146553	1.0	"corneal primordium"
ZFA:0000511	0.007763389331314964	1.0	"extraocular musculature"
ZFA:0009021	0.008183768067235161	1.0	"common myeloid progenitor"
ZFA:0009014	0.008780019338625702	1.0	"hematopoietic stem cell"
ZFA:0000028	0.008782175715970232	1.0	"heart primordium"
ZFA:0007062	0.009417103373570315	1.0	"olfactory field"
ZFA:0001719	0.009984663428278	1.0	"presumptive cardiac ventricle heart tube"
ZFA:0001720	0.009984663428278	1.0	"presumptive cardiac ventricle primitive heart tube"
ZFA:0000009	0.011482984237335672	1.0	"cardiac ventricle"
ZFA:0000038	0.011595661782724538	1.0	"margin"
ZFA:0000473	0.012325438518382735	1.0	"trunk musculature"
ZFA:0001115	0.01246462748208702	1.0	"trunk"
ZFA:0007115	0.013401258267001361	1.0	"pericardial region"
ZFA:0001089	0.013546205959832632	1.0	"myoseptum"
ZFA:0000436	0.0143298045317744	1.0	"spleen"
