ID	p	p.adjusted	name
ZFA:0005145	5.291640054246569E-12	3.889355439871228E-9	"muscle"
ZFA:0000155	1.1728868697319058E-11	8.620718492529508E-9	"somite"
ZFA:0000548	1.5232681737602887E-11	1.1196021077138122E-8	"musculature system"
ZFA:0000279	6.749095151105739E-11	4.960584936062718E-8	"segmental plate"
ZFA:0000003	5.288748030424158E-9	3.887229802361756E-6	"adaxial cell"
ZFA:0001373	7.716110269176989E-9	5.671341047845087E-6	"migratory slow muscle precursor cell"
ZFA:0000255	1.4130476988684051E-8	1.0385900586682778E-5	"paraxial mesoderm"
ZFA:0000591	1.4926275427240582E-8	1.0970812439021828E-5	"presumptive paraxial mesoderm"
ZFA:0000393	3.541082569522322E-8	2.6026956885989066E-5	"mesenchyme"
ZFA:0009025	7.836905781488866E-8	5.760125749394316E-5	"myoblast"
ZFA:0001115	1.690716479367547E-7	1.242676612335147E-4	"trunk"
ZFA:0009291	1.9521019931343959E-7	1.434794964953781E-4	"muscle precursor cell"
ZFA:0000077	2.7252726474388995E-7	2.003075395867591E-4	"tail bud"
ZFA:0009013	4.77464126654272E-7	3.5093613309088997E-4	"single fate stem cell"
ZFA:0000360	1.7151255702852717E-5	0.012606172941596747	"heart tube"
ZFA:0009114	2.5395880166296024E-5	0.01866597192222758	"muscle cell"
ZFA:0001056	3.579266478934545E-5	0.026307608620168905	"myotome"
ZFA:0009138	3.702438558400768E-5	0.027212923404245644	"mesodermal cell"
ZFA:0000037	4.830595864839533E-5	0.03550487960657057	"anatomical structure"
ZFA:0001308	7.915062575173848E-5	0.05817570992752778	"organism subdivision"
ZFA:0007115	1.1636562937272408E-4	0.0855287375889522	"pericardial region"
ZFA:0000038	1.334344233516411E-4	0.09807430116345621	"margin"
ZFA:0000473	1.6160275643052992E-4	0.1187780259764395	"trunk musculature"
ZFA:0005277	1.6424775539301064E-4	0.12072210021386282	"skeletal muscle"
ZFA:0000149	2.616677801708586E-4	0.19232581842558108	"primitive heart tube"
ZFA:0000114	5.460348026647419E-4	0.40133557995858526	"heart"
ZFA:0000115	5.888585580253434E-4	0.4328110401486274	"heart rudiment"
ZFA:0005594	5.94851489525597E-4	0.4372158448013138	"anatomical surface"
ZFA:0009236	6.465394582780529E-4	0.47520650183436886	"skeletal muscle myoblast"
ZFA:0000028	6.938079673143858E-4	0.5099488559760735	"heart primordium"
ZFA:0009115	0.001279465788104225	0.9404073542566053	"skeletal muscle cell"
ZFA:0000081	0.002053855976376108	1.0	"trunk mesenchyme"
ZFA:0000328	0.0022401109434468684	1.0	"cephalic musculature"
ZFA:0001122	0.002469263807250444	1.0	"primary germ layer"
ZFA:0000010	0.00345309636084588	1.0	"cardiovascular system"
ZFA:0001377	0.0046616601254259905	1.0	"presumptive mesoderm"
ZFA:0000382	0.00663030617229303	1.0	"acellular anatomical structure"
ZFA:0001719	0.007095979125566504	1.0	"presumptive cardiac ventricle heart tube"
ZFA:0001720	0.007095979125566504	1.0	"presumptive cardiac ventricle primitive heart tube"
ZFA:0000009	0.008082947053864229	1.0	"cardiac ventricle"
ZFA:0001473	0.008949378751206726	1.0	"deep blastomere"
ZFA:0005922	0.009842519836552634	1.0	"migratory muscle precursor stream"
ZFA:0009362	0.012527825843971302	1.0	"neuromast mantle cell"
ZFA:0001105	0.015134164200153243	1.0	"embryonic structure"
ZFA:0000154	0.017199665636134103	1.0	"sinus venosus"
ZFA:0001722	0.019151182821744134	1.0	"presumptive sinus venosus"
ZFA:0001652	0.02002809663562597	1.0	"head muscle"
ZFA:0000105	0.020203535788038657	1.0	"epidermis"
ZFA:0001477	0.021767808454327187	1.0	"portion of tissue"
ZFA:0009251	0.02634004245408017	1.0	"granulocyte monocyte progenitor cell"
ZFA:0000292	0.026487088597516674	1.0	"surface structure"
ZFA:0009309	0.028167264469691505	1.0	"leukocyte"
ZFA:0000521	0.02844745060874855	1.0	"hyoid muscle"
ZFA:0005333	0.030308730778654137	1.0	"tongue"
ZFA:0005025	0.03035136632024575	1.0	"dorsal longitudinal anastomotic vessel"
ZFA:0005254	0.03067930998634304	1.0	"renal glomerular capsule"
ZFA:0001065	0.031346978415387645	1.0	"lateral mesoderm"
ZFA:0009368	0.032467285066585236	1.0	"slow muscle myoblast"
ZFA:0009014	0.032882160624680204	1.0	"hematopoietic stem cell"
ZFA:0000436	0.033878638648495024	1.0	"spleen"
ZFA:0009079	0.03439549910325167	1.0	"corneal endothelial cell"
ZFA:0009116	0.03745954244013885	1.0	"slow muscle cell"
ZFA:0000862	0.0414201503864411	1.0	"caudal fin skeleton"
ZFA:0001458	0.042006430318368135	1.0	"cranial cartilage"
ZFA:0005659	0.045125128775740396	1.0	"intestinal lamina propria mucosa"
ZFA:0009258	0.04958601443344248	1.0	"angioblastic mesenchymal cell"
ZFA:0000317	0.05252461796574947	1.0	"postcranial axial skeleton"
ZFA:0001085	0.05282756262126999	1.0	"hypaxial myotome region"
ZFA:0001319	0.05430416573552238	1.0	"myocardium"
ZFA:0005933	0.05555555555555285	1.0	"mature plexus"
ZFA:0001462	0.057079568972337034	1.0	"somite border"
ZFA:0000435	0.057864147883417386	1.0	"cranial nerve II"
ZFA:0009000	0.05989021626398336	1.0	"cell"
ZFA:0001307	0.0637713060435472	1.0	"pharyngeal musculature"
ZFA:0000563	0.07617304351854229	1.0	"pectoral fin musculature"
ZFA:0000041	0.07895027100570626	1.0	"mesoderm"
ZFA:0001460	0.08625691403746674	1.0	"pharyngeal arch cartilage"
ZFA:0001327	0.0879516712481361	1.0	"abdominal musculature"
