ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1	"ENSDARG00000098959"	"CABZ01113771.1"	chrKN149914.1	-	12096	12229	16555	16601	11206	11402	16717	16760	1	2,0,0,0,0,0	10,19,3,4,10,11	0,0,0,0,0,0	11,14,5,15,12,7	195	282	1	1.0	0.224,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0	0.037
2	"ENSDARG00000100540"	"CABZ01114105.1"	chrKN150574.1	-	9750	9924	11435	11609	6810	8923	13322	13496	2	0,1,0,0,0,0	0,0,0,2,1,2	0,0,0,0,0,0	0,0,0,6,1,0	298	298	1	1.0	NA,1.0,NA,0.0,0.0,0.0	NA,NA,NA,0.0,0.0,NA	0.25
3	"ENSDARG00000099322"	"CABZ01071848.1"	chrKN149790.1	-	55044	55141	57764	57910	51719	51804	58292	58376	3	16,30,18,14,20,9	15,36,26,23,30,27	21,22,30,30,19,14	21,15,15,24,30,22	295	246	0.0499829493151	0.95961416726	0.471,0.41,0.366,0.337,0.357,0.218	0.455,0.55,0.625,0.51,0.346,0.347	-0.112
5	"ENSDARG00000103584"	"BX927374.1"	chrKN149690.1	-	47071	47245	48182	48356	45578	45761	60953	62672	5	0,0,0,0,1,2	0,0,0,0,1,0	1,0,0,4,3,0	4,0,0,0,0,0	298	298	1	1.0	NA,NA,NA,NA,0.5,1.0	0.2,NA,NA,1.0,1.0,NA	0.017
6	"ENSDARG00000098332"	"zgc:112970"	chrKN149696.2	-	167828	167917	167994	168048	167538	167595	168131	168418	6	3,7,4,1,5,5	6,14,2,6,5,11	8,1,6,11,6,2	5,4,5,7,14,2	203	238	0.277367420553	1.0	0.37,0.37,0.701,0.163,0.54,0.348	0.652,0.227,0.585,0.648,0.334,0.54	-0.082
7	"ENSDARG00000110991"	NA	chr25	-	37461595	37461695	37462084	37462202	37460725	37461492	37462533	37462609	7	56,71,39,80,58,64	36,59,52,46,59,61	60,56,37,93,73,57	55,47,36,57,54,48	267	249	0.634506663019	1.0	0.592,0.529,0.412,0.619,0.478,0.495	0.504,0.526,0.489,0.603,0.558,0.525	-0.013
8	"ENSDARG00000110991"	NA	chr25	-	37462084	37462202	37462533	37462609	37461595	37461695	37462778	37462874	8	21,46,14,27,32,35	45,61,56,47,57,46	31,25,17,41,41,24	53,38,37,73,55,41	225	267	0.581967852984	1.0	0.356,0.472,0.229,0.405,0.4,0.474	0.41,0.438,0.353,0.4,0.469,0.41	-0.024
9	"ENSDARG00000040803"	"lactb"	chr25	+	33257448	33257515	33258653	33258844	33256011	33256563	33259472	33259779	9	17,8,7,3,11,11	14,25,20,13,22,33	10,9,5,8,4,2	16,23,22,30,30,10	216	298	0.151438323097	1.0	0.626,0.306,0.326,0.241,0.408,0.315	0.463,0.351,0.239,0.269,0.155,0.216	0.088
10	"ENSDARG00000114874"	"FP236318.4"	chr25	-	202943	203036	203346	203439	202322	202507	203904	204019	10	118,155,113,92,105,108	6,15,10,11,23,8	100,129,88,146,132,104	19,12,18,12,16,12	242	242	0.266392806974	1.0	0.952,0.912,0.919,0.893,0.82,0.931	0.84,0.915,0.83,0.924,0.892,0.897	0.022
11	"ENSDARG00000110103"	"FO834799.1"	chr25	+	37454315	37454409	37454627	37454792	37453996	37454178	37455015	37455089	11	23,19,16,1,5,8	14,22,29,14,15,16	5,20,17,18,6,2	9,9,2,11,12,4	243	298	0.036187121031	0.863534504398	0.668,0.514,0.404,0.081,0.29,0.38	0.405,0.732,0.912,0.667,0.38,0.38	-0.19
12	"ENSDARG00000110103"	"FO834799.1"	chr25	+	37457464	37457569	37457826	37457942	37457288	37457348	37458060	37458190	12	21,24,23,10,12,12	6,10,4,2,6,3	15,11,11,16,6,11	8,1,4,1,6,5	254	265	0.885860902149	1.0	0.785,0.715,0.857,0.839,0.676,0.807	0.662,0.92,0.742,0.943,0.511,0.697	0.034
13	"ENSDARG00000110103"	"FO834799.1"	chr25	+	37458060	37458190	37458430	37458527	37457826	37457942	37458600	37458676	13	6,10,7,4,6,2	9,8,0,2,2,0	7,1,3,2,7,5	1,2,0,1,1,1	279	246	0.0113525878638	0.544095561414	0.37,0.524,1.0,0.638,0.726,1.0	0.861,0.306,1.0,0.638,0.861,0.815	-0.037
14	"ENSDARG00000073909"	"ppip5k1b"	chr25	+	19322560	19322668	19325293	19325356	19318808	19318905	19340138	19340276	14	10,79,31,30,59,55	12,14,12,9,14,4	31,45,37,70,35,26	10,14,6,11,15,8	257	212	0.947388156294	1.0	0.407,0.823,0.681,0.733,0.777,0.919	0.719,0.726,0.836,0.84,0.658,0.728	-0.028
15	"ENSDARG00000073909"	"ppip5k1b"	chr25	+	19322560	19322668	19340138	19340276	19318808	19318905	19341375	19341486	15	8,52,18,22,38,30	56,70,55,46,55,72	15,25,26,41,24,24	50,31,53,78,53,38	257	287	0.470471613932	1.0	0.138,0.453,0.268,0.348,0.436,0.318	0.251,0.474,0.354,0.37,0.336,0.414	-0.04
16	"ENSDARG00000051748"	"ccnd2a"	chr25	-	16982322	16982482	17044734	17044779	16977705	16977861	17238928	17239043	16	4,3,2,4,0,0	64,88,44,33,64,61	0,2,0,1,6,0	63,33,46,78,64,32	194	298	0.29762081777	1.0	0.088,0.05,0.065,0.157,0.0,0.0	0.0,0.085,0.0,0.019,0.126,0.0	0.022
19	"ENSDARG00000076899"	"slc2a13b"	chr25	+	35666733	35667177	35668490	35668650	35663932	35664911	35669972	35670178	19	14,13,8,10,8,16	8,16,12,13,11,9	12,9,6,18,9,1	6,3,6,16,12,7	298	298	0.874042047986	1.0	0.636,0.448,0.4,0.435,0.421,0.64	0.667,0.75,0.5,0.529,0.429,0.125	-0.003
20	"ENSDARG00000020718"	"slc25a22a"	chr25	-	4465344	4465499	4467553	4467701	4463285	4463361	4469397	4469458	20	21,29,23,15,42,33	23,38,30,6,41,31	19,34,11,41,27,44	28,30,27,45,35,26	297	298	0.611734850599	1.0	0.478,0.434,0.435,0.715,0.507,0.516	0.405,0.532,0.29,0.478,0.436,0.629	0.052
21	"ENSDARG00000061282"	"glg1a"	chr25	-	37221383	37221547	37222025	37222132	37219995	37220058	37223286	37223407	21	122,177,154,132,148,166	32,59,28,34,42,37	158,125,112,192,148,130	36,44,45,70,35,27	256	298	0.258990710988	1.0	0.816,0.777,0.865,0.819,0.804,0.839	0.836,0.768,0.743,0.761,0.831,0.849	0.022
22	"ENSDARG00000009299"	"dusp8a"	chr25	-	23015607	23015746	23030310	23030665	22982691	22982858	23052425	23052707	22	30,33,43,22,36,43	43,41,44,30,37,45	25,28,29,45,25,33	48,50,15,53,35,41	298	288	0.640518638297	1.0	0.403,0.438,0.486,0.415,0.485,0.48	0.335,0.351,0.651,0.451,0.408,0.438	0.012
23	"ENSDARG00000075100"	"neo1b"	chr25	+	3005931	3006024	3007561	3007708	3001179	3001388	3008045	3008297	23	12,18,13,2,11,27	9,11,11,9,12,6	17,8,18,23,15,18	15,15,11,17,8,11	242	296	0.988567412267	1.0	0.62,0.667,0.591,0.214,0.529,0.846	0.581,0.395,0.667,0.623,0.696,0.667	-0.027
24	"ENSDARG00000103878"	"anpepb"	chr25	+	10825827	10825968	10826834	10826916	10825573	10825741	10827258	10827771	24	271,370,239,143,328,284	151,224,157,84,204,171	248,225,228,308,291,192	189,133,129,185,159,90	290	231	0.740462356791	1.0	0.588,0.568,0.548,0.576,0.562,0.57	0.511,0.574,0.585,0.57,0.593,0.63	-0.009
25	"ENSDARG00000018681"	"saal1"	chr25	-	8183651	8183824	8186533	8186704	8180904	8180997	8188464	8188547	25	10,19,15,13,12,9	18,29,18,26,31,17	12,17,8,15,2,12	19,24,10,11,8,19	298	298	0.381329859249	1.0	0.357,0.396,0.455,0.333,0.279,0.346	0.387,0.415,0.444,0.577,0.2,0.387	-0.041
26	"ENSDARG00000018061"	"neil1"	chr25	-	26830496	26830616	26831697	26832174	26830063	26830166	26833053	26833100	26	10,16,13,6,11,6	29,26,30,19,40,51	7,12,7,7,11,5	41,19,18,54,32,26	298	269	0.433585875661	1.0	0.237,0.357,0.281,0.222,0.199,0.096	0.134,0.363,0.26,0.105,0.237,0.148	0.024
27	"ENSDARG00000089207"	"ankrd27"	chr25	+	36417721	36417775	36418040	36418157	36417585	36417645	36418739	36418816	27	3,6,6,8,4,3	5,5,4,4,4,3	9,5,3,7,1,2	4,12,1,6,5,1	203	266	0.712072695369	1.0	0.44,0.611,0.663,0.724,0.567,0.567	0.747,0.353,0.797,0.605,0.208,0.724	0.023
28	"ENSDARG00000045641"	"usp3"	chr25	-	26744941	26745055	26745359	26745473	26743329	26743476	26747958	26748041	28	19,13,17,10,13,15	13,36,19,10,30,20	22,17,9,20,3,3	21,19,19,31,20,13	263	263	0.345439270474	1.0	0.594,0.265,0.472,0.5,0.302,0.429	0.512,0.472,0.321,0.392,0.13,0.188	0.091
29	"ENSDARG00000020395"	"mical2b"	chr25	+	16251462	16251591	16253983	16254076	16248923	16249055	16255620	16255731	29	7,7,7,3,6,5	13,5,14,2,1,1	8,3,3,3,9,3	5,6,7,4,6,6	278	242	0.316157239204	1.0	0.319,0.549,0.303,0.566,0.839,0.813	0.582,0.303,0.272,0.395,0.566,0.303	0.161
30	"ENSDARG00000079374"	"tjp1b"	chr25	+	32220736	32220905	32225596	32225741	32220516	32220623	32234023	32234154	30	33,50,24,22,28,35	36,33,28,20,27,46	24,26,27,59,38,32	27,39,14,45,39,27	298	294	0.715776878683	1.0	0.475,0.599,0.458,0.52,0.506,0.429	0.467,0.397,0.655,0.564,0.49,0.539	-0.021
31	"ENSDARG00000079374"	"tjp1b"	chr25	+	32225596	32225741	32234023	32234154	32220736	32220905	32234404	32234510	31	33,21,23,14,20,21	38,45,31,21,23,52	11,22,15,37,24,15	36,36,23,57,47,39	294	280	0.275723166276	1.0	0.453,0.308,0.414,0.388,0.453,0.278	0.225,0.368,0.383,0.382,0.327,0.268	0.057
32	"ENSDARG00000061719"	"washc4"	chr25	-	28742449	28742557	28745013	28745139	28742226	28742373	28745223	28745350	32	13,11,14,12,13,4	15,18,18,8,12,8	16,7,2,11,23,11	14,6,10,14,8,14	275	257	0.684498719309	1.0	0.447,0.364,0.421,0.584,0.503,0.318	0.516,0.522,0.157,0.423,0.729,0.423	-0.022
33	"ENSDARG00000076025"	"dgkzb"	chr25	+	7855465	7855570	7857438	7857543	7850434	7850634	7857928	7857997	33	6,14,16,9,9,8	8,11,5,10,7,8	19,11,7,9,16,7	21,9,17,21,11,12	254	254	0.0955103082223	1.0	0.429,0.56,0.762,0.474,0.563,0.5	0.475,0.55,0.292,0.3,0.593,0.368	0.118
34	"ENSDARG00000076025"	"dgkzb"	chr25	+	7855465	7855570	7857928	7857997	7850434	7850634	7858077	7858109	34	6,13,13,7,9,8	2,7,9,10,6,6	19,9,7,9,16,5	13,7,5,8,15,7	254	218	0.528256347131	1.0	0.72,0.614,0.554,0.375,0.563,0.534	0.556,0.525,0.546,0.491,0.478,0.38	0.064
35	"ENSDARG00000079917"	"rassf7a"	chr25	+	25487635	25487784	25488072	25488935	25453220	25453653	25490862	25491034	35	2,3,5,3,8,8	29,29,14,12,22,15	8,1,3,6,8,1	30,23,23,24,28,19	298	298	0.366087990516	1.0	0.065,0.094,0.263,0.2,0.267,0.348	0.211,0.042,0.115,0.2,0.222,0.05	0.066
36	"ENSDARG00000062204"	"sigirr"	chr25	+	22115812	22116017	22126995	22127123	22107642	22107796	22132220	22132361	36	13,15,8,5,5,12	3,6,3,1,14,22	5,10,9,22,15,11	4,6,2,7,10,7	298	277	0.501784173894	1.0	0.801,0.699,0.713,0.823,0.249,0.336	0.537,0.608,0.807,0.745,0.582,0.594	-0.042
37	"ENSDARG00000029168"	"ppfibp2b"	chr25	+	16020732	16020793	16022409	16022548	16016611	16016679	16027781	16027917	37	13,11,9,8,8,14	40,48,30,25,52,38	11,14,3,12,3,7	40,39,26,34,38,26	210	288	0.574567006702	1.0	0.308,0.239,0.291,0.305,0.174,0.336	0.274,0.33,0.137,0.326,0.098,0.27	0.036
38	"ENSDARG00000020218"	"amfra"	chr25	-	36214205	36214370	36215132	36215225	36212637	36212790	36217198	36217563	38	29,38,32,23,32,25	70,70,72,42,64,54	47,25,23,58,47,23	77,47,43,56,71,34	242	298	0.0254024633306	0.742858542667	0.338,0.401,0.354,0.403,0.381,0.363	0.429,0.396,0.397,0.561,0.449,0.454	-0.074
39	"ENSDARG00000062477"	"kiaa1549la"	chr25	+	15438637	15438798	15440826	15440862	15434437	15434609	15450741	15450929	39	62,88,52,40,56,60	18,9,16,12,20,17	59,67,65,78,71,52	11,13,14,15,17,11	298	185	0.235627929782	1.0	0.681,0.859,0.669,0.674,0.635,0.687	0.769,0.762,0.742,0.763,0.722,0.746	-0.05
40	"ENSDARG00000025566"	"slc25a3b"	chr25	+	3310340	3310465	3312202	3312330	3307053	3307203	3314065	3314245	40	1670,2633,2041,1646,2221,1971	2149,3290,2392,1812,2827,2783	2126,1956,1596,3043,2166,1608	2638,2336,2102,3626,2468,1930	274	277	0.655541261846	1.0	0.44,0.447,0.463,0.479,0.443,0.417	0.449,0.458,0.434,0.459,0.47,0.457	-0.006
41	"ENSDARG00000070971"	"furinb"	chr25	-	8803225	8803398	8832728	8832805	8791038	8791251	8834958	8835087	41	21,29,23,18,46,20	25,106,69,61,86,53	20,34,29,20,29,15	63,58,43,58,52,44	226	298	0.505313477787	1.0	0.526,0.265,0.305,0.28,0.414,0.332	0.295,0.436,0.471,0.313,0.424,0.31	-0.021
42	"ENSDARG00000089663"	"lsm3"	chr22	-	31668030	31668126	31671866	31671977	31660963	31662010	31672170	31672566	42	14,7,7,7,8,18	83,121,130,70,120,117	8,11,6,12,1,8	103,111,75,172,74,70	260	245	0.238793194479	1.0	0.137,0.052,0.048,0.086,0.059,0.127	0.068,0.085,0.07,0.062,0.013,0.097	0.019
43	"ENSDARG00000079475"	"nckipsd"	chr22	+	96677	96741	98490	98629	96352	96578	98727	98808	43	24,37,19,24,35,33	109,153,161,85,151,143	30,24,23,29,32,25	112,112,106,168,112,90	213	288	0.561121434209	1.0	0.229,0.246,0.138,0.276,0.239,0.238	0.266,0.225,0.227,0.189,0.279,0.273	-0.015
44	"ENSDARG00000099999"	"tcf3b"	chr22	-	20337050	20337123	20338210	20338307	20331566	20331628	20341667	20342260	44	36,49,43,25,40,45	28,43,22,28,35,41	47,20,34,34,53,32	20,36,18,46,21,17	246	222	0.49837744774	1.0	0.537,0.507,0.638,0.446,0.508,0.498	0.68,0.334,0.63,0.4,0.695,0.629	-0.039
46	"ENSDARG00000099757"	"wdr47b"	chr22	+	24576715	24576821	24581079	24581249	24572320	24573102	24584510	24584738	46	11,24,7,7,10,6	5,6,5,8,9,9	10,13,2,15,3,9	7,11,4,15,0,6	255	298	0.772429863411	1.0	0.72,0.824,0.621,0.506,0.565,0.438	0.625,0.58,0.369,0.539,1.0,0.637	-0.013
47	"ENSDARG00000053973"	"fetub"	chr22	+	37891973	37892140	37894950	37895037	37891398	37891486	37897709	37900135	47	2735,5651,3593,2376,5523,4937	1163,2557,1701,1141,2441,2186	4305,3741,3243,5035,4269,4286	1902,1825,1443,2243,1909,1851	298	236	0.9268948096	1.0	0.651,0.636,0.626,0.623,0.642,0.641	0.642,0.619,0.64,0.64,0.639,0.647	-0.001
48	"ENSDARG00000099775"	"CABZ01074307.1"	chrKN150487.1	+	43414	43531	49678	49795	41843	41960	55382	57290	48	1,0,0,1,0,0	1,0,0,0,0,0	0,0,0,1,0,0	0,0,0,0,0,0	266	266	1	1.0	0.5,NA,NA,1.0,NA,NA	NA,NA,NA,1.0,NA,NA	-0.25
49	"ENSDARG00000042484"	"tle2a"	chr22	+	21624674	21624835	21641194	21641258	21618120	21618744	21644598	21644643	49	57,66,47,44,70,61	29,42,15,15,43,43	50,57,56,82,79,60	28,36,31,51,27,32	298	213	0.905938755556	1.0	0.584,0.529,0.691,0.677,0.538,0.503	0.561,0.531,0.564,0.535,0.677,0.573	0.014
50	"ENSDARG00000068478"	"gpx4a"	chr22	-	17590189	17590214	17591595	17591747	17590004	17590064	17594404	17594499	50	4,1,1,0,0,0	109,147,93,117,130,130	0,0,0,1,0,1	96,124,86,147,126,98	298	174	1	1.0	0.021,0.004,0.006,0.0,0.0,0.0	0.0,0.0,0.0,0.004,0.0,0.006	0.003
51	"ENSDARG00000104609"	"crebbpa"	chr22	+	26771305	26771554	26774049	26774196	26771028	26771208	26774630	26774811	51	0,3,0,0,0,4	28,52,44,34,27,54	1,0,4,1,5,2	21,39,23,46,50,25	298	296	0.0376028452245	0.865711463358	0.0,0.054,0.0,0.0,0.0,0.069	0.045,0.0,0.147,0.021,0.09,0.074	-0.042
52	"ENSDARG00000104609"	"crebbpa"	chr22	+	26771308	26771554	26774049	26774196	26771028	26771208	26774630	26774811	52	40,40,54,20,40,43	28,52,44,34,27,54	35,37,33,59,51,31	21,39,23,46,50,25	298	296	0.262892189944	1.0	0.587,0.433,0.549,0.369,0.595,0.442	0.623,0.485,0.588,0.56,0.503,0.552	-0.056
53	"ENSDARG00000103760"	"cfhl2"	chr22	-	23737927	23738095	23745056	23745236	23734803	23734980	23745586	23745742	53	50,33,48,36,39,70	65,44,72,45,88,102	44,19,37,53,32,22	65,41,36,105,48,35	298	298	0.74929859162	1.0	0.435,0.429,0.4,0.444,0.307,0.407	0.404,0.317,0.507,0.335,0.4,0.386	0.012
