ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
0	25,24,31,20,29,25	0,1,0,0,0,0	35,18,22,43,37,27	1,0,0,0,0,0	262	149
1	0,0,0,1,0,0	22,40,22,4,18,26	0,0,2,1,0,0	21,26,20,34,19,23	161	149
2	3,0,0,0,2,2	15,15,11,11,25,10	0,0,0,1,0,0	13,14,14,18,12,17	152	149
3	1,1,0,0,0,0	79,107,81,57,97,94	0,0,0,0,0,0	73,71,59,140,82,60	179	149
4	0,5,2,1,0,2	26,29,23,14,37,27	2,0,0,2,0,2	28,27,21,42,36,26	152	149
5	3,14,5,1,3,5	6,7,17,4,6,12	6,8,4,14,4,2	11,14,9,16,8,6	178	149
6	2,2,0,0,0,2	7,7,8,3,2,3	0,0,0,0,0,1	3,15,4,7,11,4	158	149
7	13,15,13,7,18,13	9,19,8,6,17,12	19,20,12,31,9,13	13,16,8,12,13,12	207	149
10	4,6,3,1,5,8	25,47,31,26,35,30	4,5,4,3,4,7	40,28,25,46,24,34	214	149
11	5,10,13,3,7,16	31,46,27,15,37,50	8,7,10,9,8,14	35,27,28,46,29,33	229	149
12	26,51,41,28,37,38	31,46,27,15,37,50	44,30,31,52,28,41	35,27,28,46,29,33	164	149
13	43,49,72,41,68,56	0,0,0,0,0,1	68,44,48,69,60,44	0,0,0,1,0,1	1808	149
15	12,8,5,3,13,8	99,129,136,59,109,92	13,6,3,14,14,3	97,86,108,137,92,90	155	149
19	4,14,7,3,8,8	0,0,0,0,1,0	2,6,1,13,7,12	0,0,0,0,0,0	471	149
20	55,88,81,36,82,72	1,0,0,0,0,0	71,79,43,75,56,57	0,0,0,0,0,0	151	149
29	0,2,0,1,0,0	9,13,12,6,17,10	1,0,0,0,0,0	11,6,6,17,10,5	161	149
32	21,27,33,15,13,23	1,0,0,0,0,0	24,17,21,43,26,26	0,0,0,0,0,0	152	149
33	23,70,36,31,58,62	36,36,28,32,48,34	43,40,43,71,48,51	31,25,39,46,36,15	218	149
36	4,14,6,9,12,5	26,49,26,19,47,37	7,6,15,8,10,5	28,16,32,39,30,23	182	149
38	13,24,17,13,14,19	565,1124,713,533,1018,1038	16,13,14,31,23,14	860,753,612,1260,852,651	153	149
39	90,104,78,100,94,95	11,16,21,18,20,17	93,99,68,137,75,35	15,5,9,6,17,12	167	149
43	2,1,1,1,0,0	10,12,20,17,10,12	2,0,0,0,2,0	11,13,14,18,22,11	151	149
54	0,0,0,0,0,0	75,98,69,56,105,86	0,0,0,0,1,1	100,90,61,100,78,75	153	149
55	1,0,2,1,2,0	1,9,2,0,4,3	1,1,2,3,1,0	6,3,3,4,7,4	154	149
56	1,2,8,4,4,1	31,30,44,23,37,28	3,1,4,6,1,0	15,33,18,61,45,33	158	149
59	33,55,45,37,70,44	20,27,31,22,27,17	60,56,42,88,46,45	17,25,13,28,33,19	359	149
62	11,8,3,5,4,11	47,57,33,46,39,23	2,6,4,4,12,18	35,44,24,50,35,34	161	149
64	1,0,0,0,1,0	5,6,4,8,13,8	1,0,1,1,0,1	11,0,6,18,7,9	176	149
65	18,18,17,10,15,12	12,4,7,6,5,5	5,19,11,27,15,10	13,5,9,4,2,5	194	149
66	19,26,14,7,19,12	1,0,2,0,4,1	11,9,16,17,18,6	0,0,1,2,0,0	194	149
67	0,0,0,0,1,0	49,45,35,27,58,64	0,0,0,0,0,0	37,40,44,73,25,27	155	149
68	0,1,1,1,2,0	31,26,22,13,12,22	1,2,0,0,0,2	24,22,9,20,20,11	150	149
69	6,11,6,6,11,4	5,3,5,0,2,2	3,2,6,4,6,3	1,1,5,3,1,3	263	149
70	0,0,0,0,1,1	5,4,2,3,8,1	1,0,0,0,0,1	2,4,2,5,6,4	178	149
71	0,2,1,4,3,2	9,3,6,4,7,4	0,0,1,0,2,3	2,5,0,4,5,10	281	149
73	0,0,0,0,1,1	5,16,7,2,24,5	0,1,0,0,0,2	2,17,5,9,17,12	158	149
77	1,4,6,1,4,4	3,5,3,0,1,1	2,1,0,3,6,2	1,1,1,2,9,0	155	149
78	1,5,0,0,0,1	40,48,46,34,44,33	2,4,4,0,0,0	53,53,48,51,37,39	206	149
79	40,72,26,33,43,35	0,0,0,0,0,1	48,57,49,35,23,37	0,0,0,0,0,0	182	149
83	1,6,2,1,1,0	54,74,33,31,39,56	1,1,0,1,0,0	54,33,35,73,52,28	152	149
84	1,5,0,0,0,0	57,83,98,60,80,57	0,0,0,0,1,1	75,65,65,99,70,55	158	149
87	1,3,1,0,2,3	23,32,30,14,23,27	1,3,1,1,1,1	20,18,19,35,13,15	158	149
90	55,81,50,36,48,42	1,1,0,1,2,0	35,40,42,61,51,40	0,1,0,1,0,0	198	149
91	9,14,11,11,11,16	6,11,11,6,5,10	19,10,9,13,9,9	12,8,5,6,6,11	164	149
92	8,14,10,3,10,7	412,617,436,350,487,384	6,9,5,18,9,5	485,368,379,560,427,311	153	149
93	151,256,190,120,239,247	5,15,3,9,0,10	194,196,182,278,179,163	4,5,1,5,3,8	164	149
94	1094,1342,1183,982,1317,1166	1,4,1,0,2,5	1158,1181,812,1590,1291,1028	0,4,4,2,0,2	536	149
95	27,55,43,15,43,60	1529,2425,1877,1247,2094,2209	40,40,26,72,32,37	1637,1719,1310,2497,1630,1397	155	149
96	6,11,24,1,3,10	0,0,0,0,0,0	2,12,6,14,14,12	0,1,0,0,0,0	154	149
