ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
0	122,138,91,181,147,110	0,0,0,0,1,0	102,128,190,142,192,184	0,4,0,0,0,1	283	149
1	1085,877,776,1395,1077,763	3,0,0,5,2,1	694,973,1049,937,1416,1287	2,0,2,2,0,6	227	149
2	688,516,463,891,692,407	0,0,0,0,0,0	418,610,687,618,991,840	0,0,0,2,0,1	307	149
3	175,187,147,224,171,129	0,0,0,0,0,0	193,181,229,199,288,274	0,0,0,0,1,0	257	149
4	19,36,41,61,46,47	0,0,0,0,0,0	37,45,35,43,59,75	0,0,0,0,1,0	213	149
5	330,298,199,431,315,204	0,0,0,0,0,0	272,369,492,336,447,477	0,0,0,0,1,0	246	149
6	204,186,157,257,195,181	1,0,0,0,1,0	200,225,320,219,323,378	0,0,4,0,0,2	329	149
7	20,18,19,39,15,20	0,0,0,0,0,0	28,26,29,17,41,31	0,1,0,0,0,0	263	149
8	28,20,21,40,23,9	9,8,8,13,13,9	14,27,25,29,48,30	22,9,14,13,21,22	263	149
9	16,10,7,23,10,4	0,0,2,0,0,1	9,13,10,17,24,17	0,0,1,0,0,0	263	149
10	38,26,29,51,32,28	0,0,2,0,0,1	35,29,48,26,63,57	0,0,1,0,0,0	263	149
11	41,29,36,55,34,24	0,0,0,0,0,0	21,35,51,26,68,49	1,0,0,0,0,0	263	149
12	32,25,13,26,17,25	0,0,0,0,1,0	13,6,36,24,36,20	0,5,5,0,0,0	195	149
14	2,0,0,0,0,0	0,0,0,3,1,0	0,0,2,0,0,0	0,0,0,0,1,0	323	149
15	488,458,366,719,451,429	1,0,1,0,0,0	370,443,654,438,680,635	0,0,0,2,0,2	277	149
16	49,58,24,95,62,37	0,0,0,0,1,0	53,71,71,78,75,96	0,0,0,0,0,0	304	149
17	13,11,13,30,17,10	0,1,0,0,0,0	10,26,26,11,22,24	0,0,0,0,0,0	334	149
18	50,37,29,52,54,38	2,1,1,0,4,1	46,70,87,37,51,55	0,0,2,0,3,0	209	149
19	261,221,210,231,228,195	4,0,2,0,2,0	222,196,280,179,357,389	1,0,2,1,0,0	269	149
20	70,65,41,93,88,61	0,0,0,0,0,0	60,63,99,70,122,114	0,2,0,0,0,0	243	149
21	12,0,7,4,0,3	2,0,3,0,0,0	0,5,0,0,10,0	0,2,0,0,3,0	467	149
22	15,25,11,24,33,22	19,24,23,31,34,18	15,33,21,22,46,29	23,11,43,27,32,21	170	149
