ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
0	122,137,90,178,146,109	0,0,0,0,1,0	102,127,189,141,191,182	0,4,0,0,0,1	283	149
1	1085,877,775,1393,1076,763	3,0,0,5,2,1	694,973,1047,937,1413,1287	2,0,2,2,0,6	227	149
2	600,458,426,788,616,362	0,0,0,0,0,0	361,552,606,556,881,746	0,0,0,2,0,1	298	149
3	175,187,147,223,171,128	0,0,0,0,0,0	193,181,229,199,286,273	0,0,0,0,1,0	257	149
4	19,36,41,61,46,47	0,0,0,0,0,0	37,45,35,43,59,75	0,0,0,0,1,0	213	149
5	330,296,198,429,314,204	0,0,0,0,0,0	272,367,492,336,447,476	0,0,0,0,1,0	246	149
6	179,164,145,224,165,155	1,0,0,0,1,0	179,190,281,193,283,321	0,0,4,0,0,2	298	149
7	20,17,19,38,14,20	0,0,0,0,0,0	28,26,29,17,41,31	0,1,0,0,0,0	263	149
8	28,20,21,40,22,9	9,8,8,13,13,9	13,27,25,29,47,30	22,9,14,13,21,22	263	149
9	16,10,7,23,9,4	0,0,2,0,0,1	8,13,10,17,23,17	0,0,1,0,0,0	263	149
10	37,26,29,51,32,27	0,0,2,0,0,1	34,28,46,26,62,56	0,0,1,0,0,0	263	149
11	40,29,36,55,34,23	0,0,0,0,0,0	20,34,49,26,67,48	1,0,0,0,0,0	263	149
12	32,25,13,26,17,25	0,0,0,0,1,0	13,6,36,24,36,20	0,5,5,0,0,0	195	149
14	0,0,0,0,0,0	0,0,0,3,1,0	0,0,2,0,0,0	0,0,0,0,1,0	298	149
15	488,457,364,718,451,429	1,0,1,0,0,0	370,443,654,437,676,634	0,0,0,2,0,2	277	149
16	48,57,24,95,62,35	0,0,0,0,1,0	53,70,68,76,74,93	0,0,0,0,0,0	298	149
17	11,10,11,22,15,10	0,1,0,0,0,0	6,23,22,9,20,22	0,0,0,0,0,0	298	149
18	50,37,29,52,54,38	2,1,1,0,4,1	46,70,87,37,51,55	0,0,2,0,3,0	209	149
19	261,221,209,229,227,195	4,0,2,0,2,0	222,195,279,179,354,389	1,0,2,1,0,0	269	149
20	70,65,41,93,88,61	0,0,0,0,0,0	60,63,99,70,122,114	0,2,0,0,0,0	243	149
21	4,0,3,3,0,3	2,0,3,0,0,0	0,2,0,0,6,0	0,2,0,0,3,0	298	149
22	15,25,11,24,33,22	19,24,23,31,34,18	15,33,21,22,46,29	23,11,43,27,32,21	170	149
23	8,4,4,13,2,7	2,0,0,0,0,0	15,2,7,4,1,8	0,0,0,1,0,0	277	149
24	56,64,53,73,65,42	4,4,11,8,6,5	32,43,83,51,72,73	6,7,13,4,7,6	275	149
25	92,85,98,125,134,75	0,0,0,0,0,0	83,92,122,107,139,129	0,0,0,0,2,0	298	149
26	67,51,47,87,73,43	0,0,2,0,0,0	52,74,83,70,95,75	0,1,0,1,2,1	278	149
27	67,68,47,125,80,52	0,0,0,0,0,0	74,78,100,75,117,99	0,0,0,0,0,2	293	149
28	60,66,42,113,70,55	0,0,0,0,0,1	58,79,88,75,115,90	0,1,0,0,0,1	298	149
30	1,1,0,0,3,1	1,4,0,2,5,5	0,5,3,0,4,6	0,1,5,2,5,0	211	149
31	79,87,71,127,113,55	0,0,0,0,0,0	58,89,139,58,137,106	0,0,0,0,0,2	293	149
32	22,5,10,21,22,16	0,0,0,0,0,0	5,22,18,13,31,16	1,0,0,0,0,0	248	149
33	36,30,21,39,21,43	0,0,0,0,1,0	39,37,44,43,42,47	0,0,1,0,0,0	277	149
34	119,73,78,143,99,71	0,0,0,0,0,0	60,71,140,98,126,114	0,0,0,1,0,1	224	149
35	23,56,29,81,50,38	0,0,0,0,0,0	56,36,66,52,80,68	0,0,0,0,0,2	243	149
36	1,2,0,4,1,14	2,0,0,0,0,0	3,1,9,4,14,4	0,0,2,0,0,2	257	149
37	46,44,18,80,67,39	0,0,0,0,0,1	39,59,68,45,56,60	0,0,0,0,0,0	260	149
38	48,70,37,71,50,32	0,0,0,0,0,1	51,52,64,56,85,79	0,0,0,0,0,0	235	149
39	6,2,1,0,0,0	0,0,0,1,0,0	0,0,5,2,1,0	0,1,0,0,0,1	298	149
40	27,29,20,51,23,23	28,38,32,37,46,35	27,32,58,26,39,49	41,26,42,37,55,47	197	149
41	71,70,66,94,102,55	0,0,0,0,0,1	61,82,131,110,96,101	0,0,0,1,0,0	251	149
42	95,79,63,135,144,78	0,0,0,0,0,0	101,94,158,110,135,113	1,0,0,0,0,0	298	149
43	1,1,1,1,2,5	22,16,10,12,25,23	1,2,7,2,14,2	3,13,19,13,18,10	269	149
44	19,19,11,21,24,24	0,0,0,0,0,0	14,24,34,12,38,16	1,0,0,0,0,1	293	149
45	66,49,27,96,53,60	0,0,0,1,0,0	44,69,77,45,94,98	0,0,0,0,0,0	298	149
46	4,4,1,7,5,4	0,0,0,0,0,0	9,3,9,0,6,6	2,0,0,0,0,0	239	149
47	39,33,22,41,40,29	0,0,0,0,0,0	26,38,28,41,60,45	0,0,0,1,0,0	251	149
48	30,30,34,39,39,25	0,0,0,1,0,0	25,35,48,26,45,36	0,0,1,0,0,2	250	149
49	28,38,28,46,30,33	0,0,0,0,0,0	26,27,38,20,47,37	0,0,0,2,2,0	292	149
50	118,84,96,160,115,92	0,0,0,1,0,0	80,100,155,63,103,154	0,0,0,0,0,0	298	149
52	53,43,34,71,69,38	3,0,0,0,0,2	28,65,56,37,49,49	0,3,0,0,2,3	251	149
53	70,48,40,63,70,39	0,0,0,0,0,0	54,62,57,70,66,65	0,0,0,0,0,1	234	149
54	37,15,12,20,28,13	0,0,1,0,3,0	19,22,30,29,29,30	0,0,0,0,0,0	234	149
55	5,11,11,14,9,8	0,0,1,0,3,0	11,12,13,14,7,15	0,0,0,0,0,0	246	149
56	37,44,37,57,52,36	1,0,0,0,1,0	47,53,41,57,45,49	0,0,0,0,0,0	246	149
57	36,51,52,63,40,30	0,0,0,0,0,2	25,46,30,38,44,55	0,0,0,0,0,0	295	149
58	25,31,34,25,29,20	0,0,0,0,0,0	14,53,20,36,46,27	0,2,0,0,0,0	242	149
59	0,0,0,1,0,0	0,0,0,0,5,0	0,2,0,0,0,0	0,2,0,0,4,4	251	149
60	1,0,0,0,6,0	0,0,0,1,0,0	0,2,7,0,4,7	0,0,0,0,0,0	233	149
61	133,95,129,167,142,122	0,0,2,1,0,1	91,112,217,100,147,215	0,1,0,0,0,0	238	149
62	2,7,1,4,6,1	13,5,8,16,14,8	7,2,9,0,1,7	14,12,23,8,9,4	200	149
63	26,15,12,25,10,13	0,0,4,1,1,0	18,15,34,6,21,23	4,0,7,2,5,5	266	149
64	0,0,0,1,0,1	2,1,0,0,0,0	0,1,0,0,1,0	2,0,1,0,0,0	298	149
66	0,0,4,2,0,0	0,0,1,0,0,0	0,0,1,0,4,1	0,1,0,0,0,0	298	149
67	15,11,5,11,12,7	0,0,0,1,0,0	10,8,9,9,13,11	0,0,0,0,0,0	298	149
68	0,0,1,2,0,0	0,0,0,1,0,1	0,1,0,0,2,3	1,0,1,0,1,1	298	149
69	5,11,0,9,13,5	0,0,0,0,0,0	6,2,11,5,14,13	0,0,0,1,2,0	195	149
70	16,18,9,22,23,9	0,0,0,1,0,0	19,5,20,15,21,27	0,0,0,0,0,0	238	149
71	50,42,63,59,58,30	0,0,0,0,0,0	48,30,101,39,76,66	0,0,0,0,1,0	298	149
73	114,87,79,147,120,98	0,0,0,0,0,0	83,100,139,93,166,141	0,0,2,0,0,1	249	149
74	120,98,80,183,137,103	2,0,0,0,0,0	109,123,171,120,187,158	0,2,0,1,0,0	267	149
75	97,85,60,151,122,86	1,0,0,0,0,0	100,107,152,133,173,153	0,0,0,0,0,0	225	149
76	111,63,67,112,118,81	0,0,0,0,0,0	80,92,153,130,153,142	1,0,0,0,0,7	230	149
77	75,53,40,86,69,46	0,0,1,0,0,0	58,69,96,58,102,94	0,2,2,0,0,0	196	149
78	4,1,0,5,5,6	9,8,8,9,19,11	0,2,3,5,1,1	7,10,27,11,17,8	218	149
79	66,47,35,82,57,65	0,0,0,1,0,0	55,51,121,64,51,109	0,0,0,0,0,0	240	149
80	15,6,10,10,18,7	0,0,0,0,0,0	15,17,22,10,16,9	0,0,0,0,3,0	222	149
81	151,164,109,228,171,126	0,0,0,0,0,0	154,145,223,166,284,202	0,1,0,0,0,1	268	149
82	185,178,126,231,172,131	0,0,0,1,0,0	131,162,265,155,260,216	0,0,2,0,0,0	242	149
