ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
0	113,99,70,221,143,202	1,0,0,5,5,2	102,128,190,142,192,184	0,4,0,0,0,1	283	149
1	809,754,634,1387,932,1258	1,0,2,2,2,1	694,973,1049,937,1416,1287	2,0,2,2,0,6	227	149
2	529,535,452,786,594,718	0,0,0,0,0,0	418,610,687,618,991,840	0,0,0,2,0,1	307	149
3	185,124,120,231,182,306	0,0,0,0,0,0	193,181,229,199,288,274	0,0,0,0,1,0	257	149
4	31,37,23,36,52,61	0,0,0,0,0,0	37,45,35,43,59,75	0,0,0,0,1,0	213	149
5	306,252,230,472,405,477	0,0,0,1,0,0	272,369,492,336,447,477	0,0,0,0,1,0	246	149
6	195,210,175,313,233,292	0,0,0,0,0,3	200,225,320,219,323,378	0,0,4,0,0,2	329	149
7	8,4,0,6,1,7	0,0,0,0,2,0	11,4,4,6,5,2	0,0,0,0,0,0	204	149
8	5,1,0,0,1,2	1,0,0,0,0,0	2,2,1,1,0,0	0,0,0,0,0,0	226	149
9	0,0,0,2,3,1	0,0,1,0,0,0	1,0,1,0,0,4	0,0,0,0,0,0	246	149
10	20,14,23,28,25,29	0,0,0,0,0,0	28,26,29,17,41,31	0,1,0,0,0,0	263	149
11	25,23,19,28,25,41	8,5,15,5,16,14	14,27,25,29,48,30	22,9,14,13,21,22	263	149
12	19,10,7,13,15,16	0,1,0,2,2,2	9,13,10,17,24,17	0,0,1,0,0,0	263	149
13	24,22,32,44,33,56	0,1,0,2,2,2	35,29,48,26,63,57	0,0,1,0,0,0	263	149
14	23,30,29,54,28,68	0,0,0,0,0,0	21,35,51,26,68,49	1,0,0,0,0,0	263	149
15	15,2,17,19,17,22	0,0,0,0,0,3	13,6,36,24,36,20	0,5,5,0,0,0	195	149
17	0,0,0,0,1,0	0,0,0,0,0,1	0,0,2,0,0,0	0,0,0,0,1,0	323	149
18	476,426,343,757,497,622	2,1,2,1,2,0	370,443,654,438,680,635	0,0,0,2,0,2	277	149
19	64,50,33,104,54,76	0,0,0,1,0,0	45,56,84,56,81,66	0,0,0,0,0,0	302	149
20	44,40,58,81,56,77	3,2,0,1,0,0	46,70,87,37,51,55	0,0,2,0,3,0	209	149
21	48,43,28,26,37,93	0,0,0,0,1,0	27,12,45,51,40,31	0,0,0,0,0,0	252	149
22	196,264,168,351,286,276	0,0,0,1,0,0	222,196,280,179,357,389	1,0,2,1,0,0	269	149
23	103,66,67,84,86,116	0,0,0,0,0,1	60,63,99,70,122,114	0,2,0,0,0,0	243	149
24	0,20,0,5,1,0	0,2,0,0,0,1	0,5,0,0,10,0	0,2,0,0,3,0	467	149
25	13,5,14,14,29,25	30,18,24,26,29,23	15,33,21,22,46,29	23,11,43,27,32,21	170	149
26	7,5,8,0,9,8	0,0,0,0,0,0	15,2,7,4,1,8	0,0,0,1,0,0	277	149
27	24,43,47,79,31,60	1,4,6,5,7,8	33,43,84,51,74,73	6,7,13,4,7,6	275	149
28	102,76,58,99,93,121	0,0,0,0,0,0	90,95,127,111,140,133	0,0,0,0,2,0	306	149
29	46,43,41,55,65,104	0,0,0,0,0,1	52,75,84,71,96,76	0,1,0,1,2,1	278	149
30	67,46,46,59,78,106	0,0,0,0,0,0	75,79,100,75,117,100	0,0,0,0,0,2	293	149
31	97,85,58,78,93,130	0,0,0,0,0,1	95,107,126,118,165,128	0,1,0,0,0,1	400	149
33	2,1,2,8,0,1	1,3,2,0,1,2	0,5,3,0,4,6	0,1,5,2,5,0	211	149
34	77,52,49,23,83,104	0,0,0,0,0,0	58,90,139,58,137,108	0,0,0,0,0,2	293	149
35	14,22,3,15,17,16	0,0,0,0,0,0	5,22,19,13,31,17	1,0,0,0,0,0	248	149
36	38,31,36,40,38,75	0,0,0,0,2,0	41,38,45,45,43,47	0,0,1,0,0,0	277	149
37	107,64,69,71,125,110	0,0,0,0,0,0	60,71,140,98,126,114	0,0,0,1,0,1	224	149
38	35,45,31,33,42,55	0,0,0,0,0,1	31,28,66,44,69,75	0,0,0,0,0,0	263	149
39	45,55,34,33,47,87	0,0,0,0,0,0	56,36,66,52,80,68	0,0,0,0,0,2	243	149
41	3,5,3,4,13,6	0,0,0,0,0,0	4,1,10,4,14,5	0,0,2,0,0,2	257	149
42	7,6,3,4,12,3	0,0,0,0,1,1	3,3,11,4,21,7	0,0,0,0,0,0	263	149
43	195,210,164,104,234,277	1,0,0,0,0,0	197,171,318,227,353,276	0,0,0,0,0,0	2039	149
44	5,6,0,5,2,0	0,2,2,0,0,0	0,0,9,4,6,0	0,1,0,0,0,1	446	149
45	22,30,9,32,42,43	23,33,27,12,28,53	27,32,58,26,39,49	41,26,42,37,55,47	197	149
46	84,73,55,66,74,89	0,0,0,0,0,0	61,82,131,110,96,101	0,0,0,1,0,0	251	149
47	133,90,85,133,114,151	0,0,0,0,0,0	132,124,217,143,170,170	1,0,0,0,0,0	367	149
48	1,1,0,2,2,4	17,12,13,16,7,22	1,2,7,2,14,2	3,13,19,13,18,10	269	149
49	28,9,11,19,23,56	0,0,0,0,0,0	14,24,35,12,38,16	1,0,0,0,0,1	293	149
50	79,65,53,59,92,93	0,3,0,0,0,0	48,73,92,52,109,105	0,0,0,0,0,0	336	149
51	1,2,2,1,5,6	0,1,0,1,0,0	9,3,9,0,6,6	2,0,0,0,0,0	239	149
52	18,25,27,25,15,31	1,0,0,0,0,0	26,38,28,41,61,45	0,0,0,1,0,0	251	149
53	42,26,56,35,44,66	0,2,0,2,0,0	33,35,68,41,65,51	0,0,0,0,0,0	393	149
54	35,34,9,25,30,36	0,0,0,1,0,0	25,35,48,26,45,36	0,0,1,0,0,2	250	149
55	36,30,23,33,37,39	0,0,0,0,0,0	26,27,39,20,47,37	0,0,0,2,2,0	292	149
57	37,42,26,70,43,79	0,2,4,2,0,1	28,65,56,37,49,49	0,3,0,0,2,3	251	149
58	35,38,37,67,49,84	0,0,0,0,0,2	54,62,57,70,66,65	0,0,0,0,0,1	234	149
