ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
0	123,146,153,98,148,174	1,2,1,3,1,1	102,127,189,141,191,182	0,4,0,0,0,1	283	149
1	748,1277,894,756,1142,1015	2,1,2,2,0,0	694,973,1047,937,1413,1287	2,0,2,2,0,6	227	149
2	424,677,540,449,650,529	0,0,0,0,0,0	361,552,606,556,881,746	0,0,0,2,0,1	298	149
3	157,235,149,136,207,216	0,0,0,0,0,0	193,181,229,199,286,273	0,0,0,0,1,0	257	149
4	40,64,50,16,45,39	0,0,0,0,0,0	37,45,35,43,59,75	0,0,0,0,1,0	213	149
5	313,394,290,242,367,319	0,0,0,0,0,0	272,367,492,336,447,476	0,0,0,0,1,0	246	149
6	154,200,143,110,181,152	0,0,1,0,0,1	179,190,281,193,283,321	0,0,4,0,0,2	298	149
7	25,38,28,17,24,29	0,0,0,0,0,0	28,26,29,17,41,31	0,1,0,0,0,0	263	149
8	24,29,32,32,32,33	13,19,17,5,10,10	13,27,25,29,47,30	22,9,14,13,21,22	263	149
9	17,10,19,18,15,21	1,0,0,0,0,2	8,13,10,17,23,17	0,0,1,0,0,0	263	149
10	37,44,53,30,44,38	1,0,0,0,0,2	34,28,46,26,62,56	0,0,1,0,0,0	263	149
11	34,46,50,39,51,41	0,0,0,0,0,0	20,34,49,26,67,48	1,0,0,0,0,0	263	149
12	31,39,16,22,33,24	2,0,0,0,0,0	25,21,63,37,65,35	0,0,0,0,0,0	282	149
13	19,20,14,18,21,13	1,0,1,0,0,0	13,6,36,24,36,20	0,5,5,0,0,0	195	149
15	0,1,0,0,0,0	0,0,0,2,1,1	0,0,2,0,0,0	0,0,0,0,1,0	298	149
16	426,721,527,373,501,519	0,2,1,0,0,0	370,443,654,437,676,634	0,0,0,2,0,2	277	149
17	38,52,49,45,67,63	3,0,0,0,2,2	46,70,87,37,51,55	0,0,2,0,3,0	209	149
18	295,312,168,200,214,216	1,0,0,0,0,0	222,195,279,179,354,389	1,0,2,1,0,0	269	149
19	67,85,68,41,69,60	0,0,0,0,0,0	60,63,99,70,122,114	0,2,0,0,0,0	243	149
20	0,6,8,0,0,2	0,0,0,0,0,0	0,2,0,0,6,0	0,2,0,0,3,0	298	149
21	21,18,24,17,20,18	19,42,21,25,34,27	15,33,21,22,46,29	23,11,43,27,32,21	170	149
22	1,22,0,6,16,7	2,0,0,0,0,0	15,2,7,4,1,8	0,0,0,1,0,0	277	149
23	66,74,80,61,128,84	0,0,0,0,2,0	78,101,108,78,127,134	0,0,0,0,0,0	218	149
24	32,57,41,28,37,44	0,2,0,0,0,0	19,33,52,40,53,44	0,0,0,0,0,0	248	149
25	72,85,66,25,78,52	8,6,1,2,11,8	32,43,83,51,72,73	6,7,13,4,7,6	275	149
26	86,128,79,59,119,115	0,1,0,0,0,0	83,92,122,107,139,129	0,0,0,0,2,0	298	149
27	37,69,52,34,87,56	0,0,0,0,0,0	52,74,83,70,95,75	0,1,0,1,2,1	278	149
28	32,71,65,48,92,73	0,0,0,0,0,0	74,78,100,75,117,99	0,0,0,0,0,2	293	149
29	30,80,65,58,82,83	0,0,0,0,0,2	58,79,88,75,115,90	0,1,0,0,0,1	298	149
31	1,1,2,0,0,1	3,3,0,2,0,0	0,5,3,0,4,6	0,1,5,2,5,0	211	149
32	96,86,72,66,82,79	0,0,0,0,0,0	58,89,139,58,137,106	0,0,0,0,0,2	293	149
33	13,12,15,18,12,12	0,0,0,0,0,0	5,22,18,13,31,16	1,0,0,0,0,0	248	149
34	27,57,50,25,67,43	0,0,0,0,0,0	39,37,44,43,42,47	0,0,1,0,0,0	277	149
35	81,88,60,55,91,115	0,0,1,0,0,0	60,71,140,98,126,114	0,0,0,1,0,1	224	149
36	32,63,46,28,55,37	0,0,0,0,0,0	56,36,66,52,80,68	0,0,0,0,0,2	243	149
