ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
0	40,64,42,28,40,48	0,2,1,2,3,2	41,33,32,49,40,60	0,0,0,1,1,1	152	149
1	5,14,13,9,12,14	21,21,16,27,15,13	12,11,10,7,12,23	10,7,6,6,5,24	167	149
2	15,17,10,7,18,1	1,1,6,3,5,1	22,8,11,2,8,14	6,2,0,5,2,3	152	149
3	9,11,7,5,12,20	69,104,96,54,79,85	8,7,8,11,7,21	80,62,37,111,97,111	152	149
5	0,8,4,5,2,9	0,1,0,0,0,0	2,0,0,0,2,3	0,0,0,0,0,0	151	149
6	13,7,7,1,5,7	6,7,3,11,6,10	10,3,7,2,5,3	8,10,4,10,13,12	152	149
7	12,11,10,6,14,5	0,0,0,0,0,0	6,13,5,3,5,4	0,0,0,0,0,1	179	149
8	278,329,307,249,308,187	0,2,2,0,1,0	351,266,232,446,394,330	4,3,0,1,0,4	153	149
9	1,9,2,5,3,2	0,0,0,0,0,0	4,3,1,3,3,3	0,0,0,0,0,2	161	149
10	29,38,27,16,40,36	13,15,21,12,22,18	33,21,16,41,41,38	19,25,16,20,23,42	152	149
11	61,58,42,48,43,79	0,0,0,0,0,0	40,40,38,49,38,77	3,0,3,3,0,1	177	149
15	13,37,17,8,20,31	19,99,15,35,51,34	11,5,9,2,4,8	10,4,14,12,12,13	152	149
16	150,258,228,117,224,211	1,3,2,3,3,5	197,153,111,288,239,237	1,3,5,6,3,3	152	149
17	25,33,31,21,18,35	1,12,2,9,5,13	13,9,17,43,31,28	8,5,1,10,1,5	185	149
18	18,26,32,24,29,16	0,3,6,6,6,10	20,15,13,17,35,19	10,3,5,3,5,4	176	149
19	1,0,3,0,4,1	0,0,2,0,0,1	0,0,2,1,1,0	0,0,0,0,0,0	152	149
21	2,0,1,1,0,0	1,1,0,2,2,1	0,0,0,0,1,1	1,2,0,0,1,1	152	149
22	733,995,1004,654,930,731	0,0,0,0,0,0	792,666,539,1491,908,975	1,0,0,0,0,0	155	149
23	29,39,40,4,22,26	0,0,0,0,3,0	36,17,23,33,39,41	2,0,0,0,0,0	158	149
24	1,2,6,0,7,0	1,0,0,0,0,0	4,4,4,4,4,6	0,0,0,0,0,0	155	149
25	110,151,77,73,117,125	5,3,1,2,5,5	78,93,69,79,102,105	1,3,2,2,3,2	167	149
26	1,4,3,1,0,6	40,40,54,20,40,43	4,3,1,0,1,7	44,38,37,24,39,49	152	149
27	3,2,1,1,6,2	10,18,5,14,2,9	1,0,0,2,3,2	6,16,13,10,11,20	152	149
31	1,0,0,0,0,0	12,22,13,15,12,15	0,0,0,1,0,2	21,14,7,13,10,6	165	149
33	7,11,11,9,13,13	0,1,0,1,0,0	11,12,15,8,10,18	1,0,0,0,0,2	161	149
35	2,1,0,0,0,0	13,20,20,7,24,17	1,2,0,0,0,0	12,14,12,3,10,25	177	149
36	38,44,48,37,62,41	42,64,50,24,58,60	41,50,21,74,51,60	55,38,27,98,65,60	152	149
37	14,24,22,13,22,26	0,0,0,0,0,0	16,17,6,6,15,17	0,0,0,1,0,0	166	149
38	34,55,36,38,45,46	0,0,0,0,0,0	38,30,28,49,38,59	0,0,0,0,0,2	153	149
41	15,12,8,14,11,10	14,22,29,16,28,16	8,9,7,24,27,15	25,29,16,31,43,49	152	149
42	12,40,30,12,18,23	8,19,8,7,12,10	19,29,25,52,52,71	8,9,16,26,15,14	152	149
