Gene	pval	FDR	Chr	Start	End	Strand	Biotype	Name	Description
ENSDARG00000053446	5.61550805855e-13	1.64275618109e-08	10	8091144	8098099	1	protein_coding	sub1a	SUB1 regulator of transcription a [Source:ZFIN;Acc:ZDB-GENE-050522-151]
ENSDARG00000003695	8.94284646336e-13	1.64275618109e-08	8	2412583	2434287	-1	protein_coding	vdac3	voltage-dependent anion channel 3 [Source:ZFIN;Acc:ZDB-GENE-040426-2380]
ENSDARG00000053446	9.69269109419e-12	1.18699926036e-07	10	8091144	8098099	1	protein_coding	sub1a	SUB1 regulator of transcription a [Source:ZFIN;Acc:ZDB-GENE-050522-151]
ENSDARG00000033832	2.8409874453e-10	2.60937594382e-06	8	11080571	11112058	-1	protein_coding	ampd1	adenosine monophosphate deaminase 1 (isoform M) [Source:ZFIN;Acc:ZDB-GENE-040426-1906]
ENSDARG00000014790	1.78252734795e-09	1.30976544473e-05	1	26444986	26466002	1	protein_coding	g3bp2	GTPase activating protein (SH3 domain) binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-070112-1972]
ENSDARG00000058100	5.3373305775e-09	3.26813646811e-05	8	13630492	13641022	-1	protein_coding	b3gnt3.4	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, tandem duplicate 4 [Source:ZFIN;Acc:ZDB-GENE-030131-8875]
ENSDARG00000069733	3.58710982029e-08	0.000175655180351	13	15182149	15213869	1	protein_coding	mavs	mitochondrial antiviral signaling protein [Source:ZFIN;Acc:ZDB-GENE-070112-1402]
ENSDARG00000103639	3.82493111628e-08	0.000175655180351	15	12251044	12270857	-1	protein_coding	si:dkey-36i7.3	si:dkey-36i7.3 [Source:ZFIN;Acc:ZDB-GENE-131127-316]
ENSDARG00000102773	5.02332982988e-08	0.000193175615902	11	36793473	36963988	-1	protein_coding	cacna1da	calcium channel, voltage-dependent, L type, alpha 1D subunit, a [Source:ZFIN;Acc:ZDB-GENE-030616-135]
ENSDARG00000099014	5.72866027948e-08	0.000193175615902	16	45202602	45225520	-1	protein_coding	fxyd1	FXYD domain containing ion transport regulator 1 (phospholemman) [Source:ZFIN;Acc:ZDB-GENE-050309-14]
ENSDARG00000060921	5.93269154914e-08	0.000193175615902	22	29087308	29130549	1	protein_coding	pla2g6	phospholipase A2, group VI (cytosolic, calcium-independent) [Source:ZFIN;Acc:ZDB-GENE-040426-2079]
ENSDARG00000023820	6.82981885491e-08	0.000193175615902	21	45839917	45852112	1	protein_coding	faxdc2	fatty acid hydroxylase domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-040426-2907]
ENSDARG00000073773	7.23988426987e-08	0.000193175615902	8	45381298	45395315	1	protein_coding	tti2	TELO2 interacting protein 2 [Source:ZFIN;Acc:ZDB-GENE-110411-25]
ENSDARG00000096979	7.36127445666e-08	0.000193175615902	17	43021662	43022468	-1	protein_coding	NPC2	zgc:193725 [Source:ZFIN;Acc:ZDB-GENE-080723-11]
ENSDARG00000078185	7.93467925808e-08	0.000194341454175	13	36446187	36525982	-1	protein_coding	pacs2	phosphofurin acidic cluster sorting protein 2 [Source:ZFIN;Acc:ZDB-GENE-081218-1]
ENSDARG00000032951	8.47314015617e-08	0.000194559185123	2	32676002	32738535	-1	protein_coding	nrbp2a	nuclear receptor binding protein 2a [Source:ZFIN;Acc:ZDB-GENE-070713-4]
ENSDARG00000017067	9.27607586299e-08	0.00020046691243	10	25204626	25213025	1	protein_coding	chordc1b	cysteine and histidine-rich domain (CHORD) containing 1b [Source:NCBI gene;Acc:393310]
ENSDARG00000033832	1.02125336632e-07	0.000208443485696	8	11080571	11112058	-1	protein_coding	ampd1	adenosine monophosphate deaminase 1 (isoform M) [Source:ZFIN;Acc:ZDB-GENE-040426-1906]
ENSDARG00000056196	1.67688796959e-07	0.000324248353236	2	25816843	25837986	1	protein_coding	slc2a2	solute carrier family 2 member 2 [Source:ZFIN;Acc:ZDB-GENE-030131-1213]
ENSDARG00000010250	2.32432159852e-07	0.00042696625604	7	56703254	56722320	1	protein_coding	nqo1	NAD(P)H dehydrogenase, quinone 1 [Source:ZFIN;Acc:ZDB-GENE-030131-1226]
ENSDARG00000079434	2.52497107445e-07	0.000441737677639	1	25218177	25316149	1	protein_coding	tmem131l	transmembrane 131 like [Source:ZFIN;Acc:ZDB-GENE-030131-6110]
ENSDARG00000102241	4.55909071939e-07	0.000761347426998	21	44505613	44512893	-1	protein_coding	zgc:136410	zgc:136410 [Source:ZFIN;Acc:ZDB-GENE-060421-6071]
ENSDARG00000057255	5.03549585695e-07	0.000802019791883	23	21261313	21277522	1	protein_coding	emc1	ER membrane protein complex subunit 1 [Source:ZFIN;Acc:ZDB-GENE-060810-98]
ENSDARG00000070097	5.23924848395e-07	0.000802019791883	7	9308625	9322493	1	protein_coding	selenos	selenoprotein S [Source:NCBI gene;Acc:735249]
ENSDARG00000104077	6.26493828149e-07	0.000920670270095	2	58077662	58085444	-1	protein_coding	fcer1gl	Fc receptor, IgE, high affinity I, gamma polypeptide like [Source:ZFIN;Acc:ZDB-GENE-070502-4]
ENSDARG00000091821	7.08268014571e-07	0.00100080994567	17	6667441	6746046	1	protein_coding	smc6	structural maintenance of chromosomes 6 [Source:ZFIN;Acc:ZDB-GENE-110303-1]
ENSDARG00000023279	7.42582474622e-07	0.00101043472352	16	9762261	9777928	1	protein_coding	psmd4b	proteasome 26S subunit, non-ATPase 4b [Source:ZFIN;Acc:ZDB-GENE-050417-96]
ENSDARG00000101869	8.11094368891e-07	0.00106424271495	23	26232185	26488622	-1	protein_coding	MAGI3	wu:fi36a10 [Source:ZFIN;Acc:ZDB-GENE-030131-6139]
ENSDARG00000079056	1.04263942469e-06	0.00129366994033	13	13693722	13737694	1	protein_coding	si:ch211-194c3.5	si:ch211-194c3.5 [Source:ZFIN;Acc:ZDB-GENE-090313-63]
ENSDARG00000043701	1.05637328751e-06	0.00129366994033	8	7033049	7052493	1	protein_coding	gpd1a	glycerol-3-phosphate dehydrogenase 1a [Source:ZFIN;Acc:ZDB-GENE-050417-209]
ENSDARG00000041689	1.28503263619e-06	0.00152292948455	15	21252532	21262567	1	protein_coding	usf1	upstream transcription factor 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1072]
ENSDARG00000067995	1.56023280051e-06	0.00175426295145	5	32281815	32293002	-1	protein_coding	myhz1.2	myosin, heavy polypeptide 1.2, skeletal muscle [Source:ZFIN;Acc:ZDB-GENE-070705-73]
ENSDARG00000061952	1.62130244796e-06	0.00175426295145	1	19562752	19599242	-1	protein_coding	ecpas	Ecm29 proteasome adaptor and scaffold [Source:ZFIN;Acc:ZDB-GENE-061207-66]
ENSDARG00000061120	1.62347751298e-06	0.00175426295145	10	24371921	24391716	-1	protein_coding	slc43a2b	solute carrier family 43 member 2b [Source:ZFIN;Acc:ZDB-GENE-041212-6]
ENSDARG00000000966	2.04573828555e-06	0.00214738225351	8	43379436	43574935	-1	protein_coding	ncor2	nuclear receptor corepressor 2 [Source:ZFIN;Acc:ZDB-GENE-030616-81]
ENSDARG00000099461	3.13299647925e-06	0.00317818659709	24	34085940	34107618	1	protein_coding	asb10	ankyrin repeat and SOCS box containing 10 [Source:ZFIN;Acc:ZDB-GENE-060929-1106]
ENSDARG00000027082	3.20076496618e-06	0.00317818659709	17	16298122	16324565	-1	protein_coding	hmbox1a	homeobox containing 1a [Source:ZFIN;Acc:ZDB-GENE-050913-89]
ENSDARG00000059738	3.35001278517e-06	0.00323884525564	22	3389347	3595439	-1	protein_coding	ptprsa	protein tyrosine phosphatase receptor type Sa [Source:ZFIN;Acc:ZDB-GENE-020107-3]
ENSDARG00000069356	3.46489773528e-06	0.00326402251017	11	7432533	7737642	1	protein_coding	adgrl2a	adhesion G protein-coupled receptor L2a [Source:ZFIN;Acc:ZDB-GENE-000607-49]
ENSDARG00000090444	4.8160254682e-06	0.0044233989919	7	20344032	20369869	1	protein_coding	ponzr1	plac8 onzin related protein 1 [Source:ZFIN;Acc:ZDB-GENE-070727-1]
ENSDARG00000039347	5.54958465748e-06	0.0048382101045	13	30225262	30235220	1	protein_coding	rps24	ribosomal protein S24 [Source:ZFIN;Acc:ZDB-GENE-040109-5]
ENSDARG00000036500	5.6462787722e-06	0.0048382101045	14	31529958	31546577	1	protein_coding	fam122b	family with sequence similarity 122B [Source:ZFIN;Acc:ZDB-GENE-040801-204]
ENSDARG00000055192	5.66272991898e-06	0.0048382101045	2	32780138	32790887	1	protein_coding	zgc:136930	zgc:136930 [Source:ZFIN;Acc:ZDB-GENE-060312-16]
ENSDARG00000060006	5.8631823775e-06	0.00489562403107	21	10890258	11054876	-1	protein_coding	nedd4l	NEDD4 like E3 ubiquitin protein ligase [Source:ZFIN;Acc:ZDB-GENE-051118-2]
ENSDARG00000001818	7.24503813265e-06	0.00591501013234	22	26129250	26175237	-1	protein_coding	c3b.2	complement component c3b, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-030131-3063]
ENSDARG00000011845	1.0283882575e-05	0.00821346873745	16	20318400	20492799	-1	protein_coding	chn2	chimerin 2 [Source:ZFIN;Acc:ZDB-GENE-091020-5]
ENSDARG00000051975	1.19783583171e-05	0.00936325332366	1	33353174	33380340	-1	protein_coding	cd99	CD99 molecule [Source:ZFIN;Acc:ZDB-GENE-061103-391]
ENSDARG00000070151	1.28936905907e-05	0.00986877705441	19	42071033	42119699	1	protein_coding	nfyc	nuclear transcription factor Y, gamma [Source:ZFIN;Acc:ZDB-GENE-030131-2165]
ENSDARG00000058799	1.50176545154e-05	0.0111245251222	23	6077503	6126003	1	protein_coding	mybpha	myosin binding protein Ha [Source:ZFIN;Acc:ZDB-GENE-040426-1531]
ENSDARG00000004726	1.53552537276e-05	0.0111245251222	14	7320948	7375049	-1	protein_coding	trappc11	trafficking protein particle complex 11 [Source:NCBI gene;Acc:323003]
