ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
0	13,19,19,12,16,11	0,0,0,0,0,0	10,21,4,17,25,23	0,2,0,0,0,0	298	149
1	25,24,31,20,29,25	0,1,0,0,0,0	17,39,36,28,39,36	2,0,1,0,0,0	262	149
2	0,0,0,1,0,0	22,40,22,4,18,26	0,0,1,0,1,1	17,23,33,19,28,34	161	149
3	3,0,0,0,2,2	15,15,11,11,25,10	1,0,0,0,0,0	13,20,31,9,25,26	152	149
4	1,1,0,0,0,0	79,107,81,57,97,94	0,0,0,0,0,0	63,105,140,91,100,145	179	149
5	0,5,2,1,0,2	26,29,23,14,37,27	2,0,1,0,2,4	23,30,48,34,55,28	152	149
6	3,14,5,1,3,5	6,7,17,4,6,12	7,3,6,5,4,6	8,15,24,12,8,13	178	149
7	2,2,0,0,0,2	7,7,8,3,2,3	0,0,1,0,0,0	2,4,18,7,9,5	158	149
8	13,15,13,7,18,13	9,19,8,6,17,12	13,15,12,11,22,19	15,18,16,6,21,13	207	149
11	4,6,3,1,5,8	25,47,31,26,35,30	4,9,4,4,10,2	28,35,34,21,36,37	214	149
12	5,10,13,3,7,16	31,46,27,15,37,50	6,15,10,6,16,4	37,30,60,34,39,58	229	149
13	26,51,41,28,37,38	31,46,27,15,37,50	30,41,40,23,42,39	37,30,60,34,39,58	164	149
14	38,41,65,37,60,49	0,0,0,0,0,1	37,43,54,45,49,56	0,0,0,0,0,0	298	149
16	0,3,2,0,3,2	1,0,4,0,1,1	4,0,2,1,5,0	7,1,0,0,10,1	155	149
17	12,8,5,3,13,8	99,129,136,59,109,92	4,3,10,11,14,7	102,112,142,105,130,143	155	149
21	4,14,7,3,8,8	0,0,0,0,1,0	13,9,29,4,18,9	0,0,0,0,0,0	298	149
22	55,88,81,36,82,72	1,0,0,0,0,0	60,88,115,58,98,114	0,0,0,0,0,0	151	149
31	0,2,0,1,0,0	9,13,12,6,17,10	0,1,0,1,1,1	16,17,24,18,14,12	161	149
34	21,27,33,15,13,23	1,0,0,0,0,0	30,33,49,25,66,58	0,0,0,0,0,0	152	149
35	23,70,36,31,58,62	36,36,28,32,48,34	35,62,54,49,64,61	19,41,67,31,42,43	218	149
38	4,14,6,9,12,5	26,49,26,19,47,37	7,3,15,5,11,11	13,33,48,31,34,44	182	149
40	13,24,17,13,14,19	565,1124,713,533,1018,1038	21,19,26,20,32,27	731,880,995,852,1109,1242	153	149
41	90,104,78,100,94,95	11,16,21,18,20,17	58,80,112,97,107,91	12,7,22,13,19,20	167	149
45	2,1,1,1,0,0	10,12,20,17,10,12	0,0,3,1,3,2	7,8,11,7,16,15	151	149
56	0,0,0,0,0,0	75,98,69,56,105,86	0,0,2,0,0,1	73,65,122,77,151,107	153	149
57	1,0,2,1,2,0	1,9,2,0,4,3	0,2,4,0,0,0	2,7,6,7,3,7	154	149
58	1,2,8,4,4,1	31,30,44,23,37,28	0,2,5,4,3,7	31,45,58,38,46,47	158	149
59	208,243,216,157,217,225	0,0,0,0,0,0	155,230,216,247,322,270	0,0,0,0,1,0	298	149
62	24,46,38,30,54,36	20,27,31,22,27,17	37,73,58,31,46,55	19,25,49,25,30,41	298	149
65	11,8,3,5,4,11	47,57,33,46,39,23	2,2,11,9,10,9	24,36,52,27,78,53	161	149
67	1,0,0,0,1,0	5,6,4,8,13,8	0,1,0,1,0,2	6,15,18,9,10,8	176	149
