ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
1	2,0,2,0,0,0	9,3,4,1,4,4	0,0,1,1,0,2	16,4,12,7,14,7	224	149
6	0,0,0,0,0,0	5,13,0,4,0,8	0,1,1,1,1,0	0,14,6,0,11,5	298	149
7	0,0,4,0,0,0	20,18,35,12,21,23	0,2,0,1,2,4	5,35,17,22,29,18	298	149
8	3,2,2,0,3,0	11,26,25,11,17,24	0,4,4,3,1,1	10,10,21,7,27,15	234	149
9	1,1,0,0,0,2	18,18,24,10,31,19	0,1,1,0,0,5	24,17,27,22,22,25	236	149
10	0,1,2,0,1,1	6,8,5,7,6,10	3,1,3,0,1,0	12,15,8,13,18,13	238	149
11	18,6,11,3,5,7	0,8,4,4,2,9	17,2,12,3,11,8	2,0,3,4,3,6	215	149
12	18,6,11,4,5,7	0,1,0,0,0,0	18,2,12,3,11,8	0,0,0,0,0,0	217	149
14	3,4,4,8,2,2	56,90,60,55,74,66	1,9,2,9,4,3	49,77,106,75,96,100	234	149
15	23,196,52,28,213,126	0,5,0,0,9,0	125,35,65,120,65,264	3,1,2,4,0,6	218	149
16	1,1,0,0,0,0	2,0,3,0,0,2	0,1,0,0,0,0	0,1,0,0,0,0	233	149
18	11,15,7,11,10,10	275,351,336,301,292,206	10,12,9,14,16,16	247,337,405,272,395,388	263	149
20	0,0,0,0,0,0	0,0,0,0,0,5	0,0,1,0,0,0	0,0,6,1,0,0	219	149
22	2,11,6,1,8,1	31,70,46,44,45,54	5,3,17,0,4,1	46,74,75,47,56,82	236	149
23	4,4,5,2,5,3	50,66,94,46,72,67	2,5,8,2,2,2	65,63,72,54,71,74	298	149
24	1,3,0,0,1,1	18,43,30,21,29,25	2,0,1,2,1,0	23,20,32,19,36,26	298	149
25	0,0,1,0,1,0	4,14,6,3,8,8	0,0,2,3,0,0	12,9,27,3,18,9	298	149
26	0,0,1,0,0,0	0,0,0,0,1,0	1,0,2,2,0,0	0,0,0,0,0,0	298	149
27	0,0,2,0,0,0	3,5,2,1,7,1	1,0,3,1,0,0	3,3,20,2,12,3	298	149
29	1,1,0,0,0,0	5,23,11,3,16,9	0,1,1,1,2,0	10,6,11,14,7,8	224	149
30	2,5,6,3,8,4	13,16,18,5,14,9	6,3,2,5,6,5	13,24,34,14,14,21	224	149
31	4,0,1,0,4,3	1,0,0,0,0,0	0,4,2,0,1,0	0,0,0,0,0,0	260	149
32	4,0,0,0,3,3	1,2,5,0,6,0	0,0,1,0,1,0	6,2,1,0,0,0	254	149
33	0,0,0,0,0,0	2,0,1,0,0,0	0,0,0,0,1,1	0,0,3,1,2,2	298	149
34	3,10,4,1,2,9	121,170,193,91,184,118	5,6,8,7,5,8	145,164,246,134,196,211	298	149
