ID	p	p.adjusted	name
ZFA:0000155	6.091810044655305E-10	4.818621745322346E-7	"somite"
ZFA:0000279	6.419927882583468E-10	5.078162955123523E-7	"segmental plate"
ZFA:0000255	6.976532994630051E-9	5.518437598752371E-6	"paraxial mesoderm"
ZFA:0000591	7.393990157744294E-9	5.848646214775737E-6	"presumptive paraxial mesoderm"
ZFA:0000003	7.560599548841452E-9	5.980434243133588E-6	"adaxial cell"
ZFA:0005145	2.303274587313548E-8	1.8218901985650162E-5	"muscle"
ZFA:0000393	2.746534048425432E-8	2.1725084323045165E-5	"mesenchyme"
ZFA:0000086	1.3658629808220746E-7	1.080397617830261E-4	"EVL"
ZFA:0001373	1.5069137819775647E-7	1.1919688015442536E-4	"migratory slow muscle precursor cell"
ZFA:0001185	1.6481052828880926E-7	1.3036512787644814E-4	"periderm"
ZFA:0001484	2.3345930054723932E-7	1.8466630673286632E-4	"superficial blastomere"
ZFA:0001486	5.476797653573689E-7	4.3321469439767875E-4	"epithelium"
ZFA:0000548	6.466072728932191E-7	5.114663528585364E-4	"musculature system"
ZFA:0009291	1.3683182889349077E-6	0.001082339766547512	"muscle precursor cell"
ZFA:0001115	3.047174481816521E-6	0.002410315015116868	"trunk"
ZFA:0000105	6.5390694622952665E-6	0.0051724039446755556	"epidermis"
ZFA:0009013	8.44081914630435E-6	0.00667668794472674	"single fate stem cell"
ZFA:0009025	8.970631313396717E-6	0.007095769368896803	"myoblast"
ZFA:0005277	9.894652056554866E-6	0.007826669776734898	"skeletal muscle"
ZFA:0009114	1.3239102404248517E-4	0.10472130001760577	"muscle cell"
ZFA:0001122	1.6337764339266069E-4	0.12923171592359461	"primary germ layer"
ZFA:0001179	1.725418918267086E-4	0.1364806364349265	"epidermal superficial stratum"
ZFA:0000077	2.0451339895977637E-4	0.1617700985771831	"tail bud"
ZFA:0001719	3.32648687835757E-4	0.2631251120780838	"presumptive cardiac ventricle heart tube"
ZFA:0001720	3.32648687835757E-4	0.2631251120780838	"presumptive cardiac ventricle primitive heart tube"
ZFA:0000328	3.942794656036584E-4	0.3118750572924938	"cephalic musculature"
ZFA:0000037	4.8566924059905564E-4	0.384164369313853	"anatomical structure"
ZFA:0000009	4.973130580854965E-4	0.3933746289456277	"cardiac ventricle"
ZFA:0009138	7.118559501166025E-4	0.5630780565422326	"mesodermal cell"
ZFA:0001056	0.0013714381086808065	1.0	"myotome"
ZFA:0001652	0.0016658176629440022	1.0	"head muscle"
ZFA:0000038	0.0016800614965850114	1.0	"margin"
ZFA:0001308	0.002224437556294579	1.0	"organism subdivision"
ZFA:0000360	0.003563105311641949	1.0	"heart tube"
ZFA:0000473	0.0042415809344397495	1.0	"trunk musculature"
ZFA:0000949	0.007144872054139777	1.0	"rhombomere 7"
ZFA:0000053	0.00734218478127146	1.0	"presumptive segmental plate"
ZFA:0009000	0.007490299894870372	1.0	"cell"
ZFA:0005781	0.007885144772024602	1.0	"cloaca"
ZFA:0000292	0.008123525276026246	1.0	"surface structure"
ZFA:0001307	0.008631573256457218	1.0	"pharyngeal musculature"
ZFA:0001324	0.008955839643182598	1.0	"enteric musculature"
ZFA:0009039	0.009916751441106157	1.0	"squamous epithelial cell"
ZFA:0000149	0.011548110664512553	1.0	"primitive heart tube"
ZFA:0000114	0.012178679570037099	1.0	"heart"
ZFA:0000081	0.013133587766303776	1.0	"trunk mesenchyme"
ZFA:0009368	0.013869114304168277	1.0	"slow muscle myoblast"
ZFA:0000511	0.014227584151222078	1.0	"extraocular musculature"
ZFA:0009236	0.01442257478769183	1.0	"skeletal muscle myoblast"
ZFA:0000301	0.015179964748604897	1.0	"medial rectus"
ZFA:0001377	0.016048430878847626	1.0	"presumptive mesoderm"
ZFA:0009116	0.01612470265652959	1.0	"slow muscle cell"
ZFA:0009362	0.01717317801254168	1.0	"neuromast mantle cell"
ZFA:0009280	0.01835455222981981	1.0	"Muller cell"
ZFA:0005147	0.018842725436275604	1.0	"regenerating tissue"
ZFA:0000034	0.01979349788115185	1.0	"lateral line system"
ZFA:0001319	0.022359025057957727	1.0	"myocardium"
ZFA:0000154	0.022404171633823695	1.0	"sinus venosus"
ZFA:0000115	0.023476509687127237	1.0	"heart rudiment"
ZFA:0000236	0.02363492924055802	1.0	"mandibular muscle"
ZFA:0005080	0.024225221954522282	1.0	"anterior mesenteric artery"
ZFA:0001722	0.025723063736733474	1.0	"presumptive sinus venosus"
ZFA:0000028	0.026325375657264075	1.0	"heart primordium"
ZFA:0005922	0.027406146238835007	1.0	"migratory muscle precursor stream"
ZFA:0009063	0.027689817755911148	1.0	"peripheral neuron"
ZFA:0001477	0.03085774826963541	1.0	"portion of tissue"
ZFA:0009350	0.03196772849325946	1.0	"pro-T cell"
ZFA:0005333	0.033484840147301416	1.0	"tongue"
ZFA:0007006	0.0345395528837483	1.0	"lip"
ZFA:0001086	0.034983140966606305	1.0	"muscle pioneer"
ZFA:0000622	0.03670923057473514	1.0	"barbel"
ZFA:0000382	0.03693533948125593	1.0	"acellular anatomical structure"
ZFA:0001105	0.037183752352980895	1.0	"embryonic structure"
ZFA:0000047	0.03719249520500475	1.0	"peripheral olfactory organ"
ZFA:0000243	0.039115993498625386	1.0	"neuromast"
ZFA:0000368	0.0399668980636429	1.0	"integument"
ZFA:0005227	0.040933267940107716	1.0	"protoneuromast"
ZFA:0000407	0.04146699831229522	1.0	"pectoral girdle"
ZFA:0001702	0.04725142509065737	1.0	"apical ectodermal ridge"
ZFA:0000521	0.04906100892323516	1.0	"hyoid muscle"
ZFA:0001180	0.05042778234388398	1.0	"epidermal basal stratum"
ZFA:0001687	0.05335647511306209	1.0	"corneal endothelium"
ZFA:0005117	0.053369355879045614	1.0	"anterior lateral line primordium"
ZFA:0005650	0.0556895444998915	1.0	"primitive pectoral fin adductor"
ZFA:0001272	0.05722250312874097	1.0	"palatoquadrate arch"
ZFA:0000204	0.057302019932237346	1.0	"esophagus"
ZFA:0005317	0.057380091773875236	1.0	"pectoral fin fold"
ZFA:0001209	0.05754124738638869	1.0	"presumptive rhombomere 7"
ZFA:0000590	0.05794240072716059	1.0	"oral region"
ZFA:0009079	0.05859518954376329	1.0	"corneal endothelial cell"
ZFA:0007088	0.060721706839421574	1.0	"premigratory cranial neural crest"
ZFA:0007115	0.06081294731850398	1.0	"pericardial region"
ZFA:0001470	0.060981884634341316	1.0	"anterior lateral line"
ZFA:0007087	0.061505933356276014	1.0	"migratory cranial neural crest"
ZFA:0001188	0.06571295782505465	1.0	"Weberian apparatus"
ZFA:0000339	0.06602098173301345	1.0	"digestive system"
ZFA:0005545	0.06796890572055436	1.0	"pectoral fin actinotrichium"
ZFA:0005598	0.06818181818182042	1.0	"pancreatic epsilon cell"
ZFA:0001514	0.06866235226843406	1.0	"bone element"
ZFA:0005119	0.07362909798813827	1.0	"barbel primordium"
ZFA:0001453	0.07518734427336754	1.0	"pectoral fin field"
ZFA:0007122	0.07612747022625886	1.0	"epidermal stem cell"
ZFA:0001327	0.0767092680481968	1.0	"abdominal musculature"
ZFA:0009034	0.07965956045989263	1.0	"epithelial cell"
ZFA:0000547	0.07999346445966057	1.0	"mouth"
ZFA:0001055	0.08175024892754883	1.0	"pronephric duct opening"
ZFA:0005594	0.08337029961354772	1.0	"anatomical surface"
ZFA:0009355	0.0862010749505728	1.0	"lymphoid progenitor cell"
ZFA:0000640	0.0868424858575316	1.0	"cornea"
ZFA:0000387	0.0877192982456106	1.0	"motor nucleus of vagal nerve"
ZFA:0009126	0.09000000000000177	1.0	"taste receptor cell"
ZFA:0009102	0.09042704454656607	1.0	"pancreatic B cell"
ZFA:0000711	0.09083280913669432	1.0	"DEL"
ZFA:0000789	0.09276177900944822	1.0	"mesoderm pectoral fin bud"
ZFA:0001378	0.09378323400790109	1.0	"axial hypoblast"
ZFA:0001688	0.09447701450077521	1.0	"corneal primordium"
ZFA:0005921	0.09468116709499594	1.0	"migratory muscle precursor"
ZFA:0005572	0.0956146874119528	1.0	"periocular mesenchyme"
ZFA:0005007	0.09632841078444868	1.0	"aortic arch 3"
ZFA:0001619	0.09948798428501505	1.0	"optic fiber layer"
ZFA:0000010	0.10032879918513905	1.0	"cardiovascular system"
ZFA:0000316	0.10117976879368686	1.0	"basihyal bone"
ZFA:0000111	0.10166954393992746	1.0	"germ ring"
ZFA:0005321	0.10199238444504194	1.0	"vascular smooth muscle"
ZFA:0001173	0.10212456845859291	1.0	"dorsal fin"
ZFA:0000018	0.10398634037511213	1.0	"epiblast"
ZFA:0005057	0.10544588543548325	1.0	"epicardium"
ZFA:0009115	0.10761998735733494	1.0	"skeletal muscle cell"
ZFA:0000019	0.10821085526172752	1.0	"epiphysis"
ZFA:0009078	0.10966147071668474	1.0	"gut endothelial cell"
ZFA:0005808	0.11072384606613994	1.0	"proepicardial cluster"
ZFA:0001473	0.11316120224502044	1.0	"deep blastomere"
ZFA:0000717	0.1150949144722891	1.0	"apical ectodermal ridge median fin fold"
ZFA:0001290	0.11534325800000028	1.0	"stomodeum"
