ID	p	p.adjusted	name
ZFA:0005145	9.934912664649617E-18	1.0302504433241653E-14	"muscle"
ZFA:0000548	1.080086086301265E-15	1.1200492714944118E-12	"musculature system"
ZFA:0000155	1.4891964351885568E-14	1.5442967032905336E-11	"somite"
ZFA:0000003	4.087894029226727E-14	4.239146108308116E-11	"adaxial cell"
ZFA:0000279	5.0961862786400206E-14	5.284745170949701E-11	"segmental plate"
ZFA:0001373	1.0043850748096682E-13	1.041547322577626E-10	"migratory slow muscle precursor cell"
ZFA:0000393	4.085922201675761E-13	4.237101323137764E-10	"mesenchyme"
ZFA:0009291	4.2913786802617713E-10	4.450159691431457E-7	"muscle precursor cell"
ZFA:0009025	4.944304098428212E-10	5.127243350070055E-7	"myoblast"
ZFA:0000591	1.1735816316133697E-9	1.2170041519830644E-6	"presumptive paraxial mesoderm"
ZFA:0009013	1.2750771724372845E-9	1.322255027817464E-6	"single fate stem cell"
ZFA:0000255	2.274575577033701E-9	2.358734873383948E-6	"paraxial mesoderm"
ZFA:0001115	6.617748758889707E-9	6.862605462968626E-6	"trunk"
ZFA:0000077	2.309837001127907E-8	2.3953009701696395E-5	"tail bud"
ZFA:0005277	8.298074504962652E-8	8.605103261646269E-5	"skeletal muscle"
ZFA:0001484	1.161302048130081E-7	1.2042702239108941E-4	"superficial blastomere"
ZFA:0000086	1.1709080395804813E-7	1.2142316370449592E-4	"EVL"
ZFA:0001308	1.1863886489534849E-7	1.2302850289647638E-4	"organism subdivision"
ZFA:0001185	1.1954884412911114E-7	1.2397215136188824E-4	"periderm"
ZFA:0001056	1.9574662621208589E-7	2.0298925138193306E-4	"myotome"
ZFA:0009114	3.9503251817493304E-7	4.0964872134740556E-4	"muscle cell"
ZFA:0001377	5.766619733043694E-7	5.97998466316631E-4	"presumptive mesoderm"
ZFA:0000473	8.509853093273072E-7	8.824717657724176E-4	"trunk musculature"
ZFA:0000038	9.764789248547559E-7	0.0010126086450743818	"margin"
ZFA:0000360	1.1467902994455622E-6	0.001189221540525048	"heart tube"
ZFA:0009138	1.5320846480210775E-6	0.0015887717799978574	"mesodermal cell"
ZFA:0001122	1.7089058118856251E-6	0.0017721353269253932	"primary germ layer"
ZFA:0000328	2.3574755233646207E-6	0.0024447021177291116	"cephalic musculature"
ZFA:0000105	2.6428028670051564E-5	0.02740586573084347	"epidermis"
ZFA:0000114	3.391774619879711E-5	0.0351727028081526	"heart"
ZFA:0007115	6.109925651991973E-5	0.06335992901115677	"pericardial region"
ZFA:0000149	6.273245992752586E-5	0.06505356094484431	"primitive heart tube"
ZFA:0001307	1.0950103534822751E-4	0.11355257365611193	"pharyngeal musculature"
ZFA:0000115	1.6528797752395015E-4	0.1714036326923363	"heart rudiment"
ZFA:0000028	2.2119131508097092E-4	0.22937539373896684	"heart primordium"
ZFA:0000037	2.401607368105673E-4	0.24904668407255828	"anatomical structure"
ZFA:0009368	2.47627732946457E-4	0.2567899590654759	"slow muscle myoblast"
ZFA:0000236	2.918057856543631E-4	0.3026025997235745	"mandibular muscle"
ZFA:0009116	3.4362778475576796E-4	0.3563420127917314	"slow muscle cell"
ZFA:0009000	4.8807812990212397E-4	0.5061370207085025	"cell"
ZFA:0009236	5.430114829658038E-4	0.5631029078355385	"skeletal muscle myoblast"
ZFA:0009251	6.134853385566606E-4	0.636184296083257	"granulocyte monocyte progenitor cell"
ZFA:0001652	6.269493776143258E-4	0.6501465045860558	"head muscle"
ZFA:0005594	6.741788237452924E-4	0.6991234402238682	"anatomical surface"
ZFA:0005233	7.859613021235507E-4	0.8150418703021222	"CiD"
ZFA:0005080	9.277900627447585E-4	0.9621182950663145	"anterior mesenteric artery"
ZFA:0005922	0.001101564074613529	1.0	"migratory muscle precursor stream"
ZFA:0001085	0.00150470339449042	1.0	"hypaxial myotome region"
ZFA:0001105	0.001616311186141204	1.0	"embryonic structure"
ZFA:0001701	0.0016536830387207915	1.0	"tunica interna swim bladder"
ZFA:0000382	0.0018828942088109186	1.0	"acellular anatomical structure"
ZFA:0001086	0.002003035433135189	1.0	"muscle pioneer"
ZFA:0000521	0.002274006323769174	1.0	"hyoid muscle"
ZFA:0001486	0.002846554633259835	1.0	"epithelium"
ZFA:0000154	0.003016318390940912	1.0	"sinus venosus"
