ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
1	2,0,0,0,0,0	10,19,3,4,10,11	0,0,0,0,0,0	11,14,5,15,12,7	195	282
2	0,1,0,0,0,0	0,0,0,2,1,2	0,0,0,0,0,0	0,0,0,6,1,0	298	298
3	16,30,18,14,20,9	15,36,26,23,30,27	21,22,30,30,19,14	21,15,15,24,30,22	295	246
5	0,0,0,0,1,2	0,0,0,0,1,0	1,0,0,4,3,0	4,0,0,0,0,0	298	298
6	3,7,4,1,5,5	6,14,2,6,5,11	8,1,6,11,6,2	5,4,5,7,14,2	203	238
7	56,71,39,80,58,64	36,59,52,46,59,61	60,56,37,93,73,57	55,47,36,57,54,48	267	249
8	21,46,14,27,32,35	45,61,56,47,57,46	31,25,17,41,41,24	53,38,37,73,55,41	225	267
9	17,8,7,3,11,11	14,25,20,13,22,33	10,9,5,8,4,2	16,23,22,30,30,10	216	298
10	118,155,113,92,105,108	6,15,10,11,23,8	100,129,88,146,132,104	19,12,18,12,16,12	242	242
11	23,19,16,1,5,8	14,22,29,14,15,16	5,20,17,18,6,2	9,9,2,11,12,4	243	298
12	21,24,23,10,12,12	6,10,4,2,6,3	15,11,11,16,6,11	8,1,4,1,6,5	254	265
13	6,10,7,4,6,2	9,8,0,2,2,0	7,1,3,2,7,5	1,2,0,1,1,1	279	246
14	10,79,31,30,59,55	12,14,12,9,14,4	31,45,37,70,35,26	10,14,6,11,15,8	257	212
15	8,52,18,22,38,30	56,70,55,46,55,72	15,25,26,41,24,24	50,31,53,78,53,38	257	287
16	4,3,2,4,0,0	64,88,44,33,64,61	0,2,0,1,6,0	63,33,46,78,64,32	194	298
19	14,13,8,10,8,16	8,16,12,13,11,9	12,9,6,18,9,1	6,3,6,16,12,7	298	298
20	21,29,23,15,42,33	23,38,30,6,41,31	19,34,11,41,27,44	28,30,27,45,35,26	297	298
21	122,177,154,132,148,166	32,59,28,34,42,37	158,125,112,192,148,130	36,44,45,70,35,27	256	298
22	30,33,43,22,36,43	43,41,44,30,37,45	25,28,29,45,25,33	48,50,15,53,35,41	298	288
23	12,18,13,2,11,27	9,11,11,9,12,6	17,8,18,23,15,18	15,15,11,17,8,11	242	296
24	271,370,239,143,328,284	151,224,157,84,204,171	248,225,228,308,291,192	189,133,129,185,159,90	290	231
25	10,19,15,13,12,9	18,29,18,26,31,17	12,17,8,15,2,12	19,24,10,11,8,19	298	298
26	10,16,13,6,11,6	29,26,30,19,40,51	7,12,7,7,11,5	41,19,18,54,32,26	298	269
27	3,6,6,8,4,3	5,5,4,4,4,3	9,5,3,7,1,2	4,12,1,6,5,1	203	266
28	19,13,17,10,13,15	13,36,19,10,30,20	22,17,9,20,3,3	21,19,19,31,20,13	263	263
29	7,7,7,3,6,5	13,5,14,2,1,1	8,3,3,3,9,3	5,6,7,4,6,6	278	242
30	33,50,24,22,28,35	36,33,28,20,27,46	24,26,27,59,38,32	27,39,14,45,39,27	298	294
31	33,21,23,14,20,21	38,45,31,21,23,52	11,22,15,37,24,15	36,36,23,57,47,39	294	280
32	13,11,14,12,13,4	15,18,18,8,12,8	16,7,2,11,23,11	14,6,10,14,8,14	275	257
33	6,14,16,9,9,8	8,11,5,10,7,8	19,11,7,9,16,7	21,9,17,21,11,12	254	254
34	6,13,13,7,9,8	2,7,9,10,6,6	19,9,7,9,16,5	13,7,5,8,15,7	254	218
35	2,3,5,3,8,8	29,29,14,12,22,15	8,1,3,6,8,1	30,23,23,24,28,19	298	298
36	13,15,8,5,5,12	3,6,3,1,14,22	5,10,9,22,15,11	4,6,2,7,10,7	298	277
37	13,11,9,8,8,14	40,48,30,25,52,38	11,14,3,12,3,7	40,39,26,34,38,26	210	288
38	29,38,32,23,32,25	70,70,72,42,64,54	47,25,23,58,47,23	77,47,43,56,71,34	242	298
39	62,88,52,40,56,60	18,9,16,12,20,17	59,67,65,78,71,52	11,13,14,15,17,11	298	185
40	1670,2633,2041,1646,2221,1971	2149,3290,2392,1812,2827,2783	2126,1956,1596,3043,2166,1608	2638,2336,2102,3626,2468,1930	274	277
41	21,29,23,18,46,20	25,106,69,61,86,53	20,34,29,20,29,15	63,58,43,58,52,44	226	298
42	14,7,7,7,8,18	83,121,130,70,120,117	8,11,6,12,1,8	103,111,75,172,74,70	260	245
43	24,37,19,24,35,33	109,153,161,85,151,143	30,24,23,29,32,25	112,112,106,168,112,90	213	288
44	36,49,43,25,40,45	28,43,22,28,35,41	47,20,34,34,53,32	20,36,18,46,21,17	246	222
46	11,24,7,7,10,6	5,6,5,8,9,9	10,13,2,15,3,9	7,11,4,15,0,6	255	298
47	2735,5651,3593,2376,5523,4937	1163,2557,1701,1141,2441,2186	4305,3741,3243,5035,4269,4286	1902,1825,1443,2243,1909,1851	298	236
48	1,0,0,1,0,0	1,0,0,0,0,0	0,0,0,1,0,0	0,0,0,0,0,0	266	266
49	57,66,47,44,70,61	29,42,15,15,43,43	50,57,56,82,79,60	28,36,31,51,27,32	298	213
50	4,1,1,0,0,0	109,147,93,117,130,130	0,0,0,1,0,1	96,124,86,147,126,98	298	174
51	0,3,0,0,0,4	28,52,44,34,27,54	1,0,4,1,5,2	21,39,23,46,50,25	298	296
52	40,40,54,20,40,43	28,52,44,34,27,54	35,37,33,59,51,31	21,39,23,46,50,25	298	296
53	50,33,48,36,39,70	65,44,72,45,88,102	44,19,37,53,32,22	65,41,36,105,48,35	298	298
54	17,10,17,3,15,10	24,28,31,4,18,36	17,13,8,21,25,12	16,20,12,20,21,16	246	261
55	24,23,25,14,30,29	18,27,20,27,17,29	11,31,11,32,23,12	19,20,9,29,32,21	280	298
56	10,21,14,18,10,14	16,33,19,27,32,40	12,18,9,22,22,24	20,20,14,27,27,13	298	298
57	33,41,36,33,27,33	72,86,92,64,80,69	17,29,20,46,22,18	70,62,59,109,85,54	298	237
58	73,58,61,28,58,53	43,62,35,42,42,34	64,53,49,90,57,41	34,34,27,49,56,32	222	211
59	73,58,61,28,58,53	0,0,0,0,0,0	64,53,49,90,57,41	0,0,0,0,1,0	222	208
60	26,42,31,35,39,27	36,26,23,20,51,28	29,28,27,58,39,17	19,25,31,44,32,22	224	221
61	8,6,3,6,13,9	6,12,7,9,9,11	13,10,3,15,2,5	9,7,8,3,10,16	241	242
62	34,55,39,17,48,26	26,47,32,18,36,36	45,22,27,60,26,29	60,31,28,59,38,25	257	244
63	11,18,12,7,19,17	32,48,22,10,34,22	16,8,15,25,16,9	33,14,8,51,12,13	212	260
64	53,62,45,15,43,39	26,23,21,14,18,11	31,40,23,51,36,25	26,17,16,36,10,20	281	212
65	51,231,91,86,199,167	71,326,107,93,265,164	150,137,114,126,152,68	175,134,127,199,193,72	266	265
66	41,39,63,46,41,38	24,31,25,18,22,24	34,57,38,53,51,32	13,29,11,25,24,30	298	266
67	80,53,50,40,59,53	62,73,61,50,38,44	67,60,43,64,54,40	56,47,27,73,45,41	294	298
68	88,91,35,40,82,74	15,28,18,10,15,9	86,35,62,112,62,41	11,22,19,25,10,7	221	298
69	46,45,19,20,43,46	35,32,27,22,33,23	41,30,34,73,37,21	29,13,10,47,52,27	221	298
70	59,58,24,42,70,52	30,38,28,14,39,32	48,35,40,83,49,26	33,13,27,50,31,22	221	298
71	59,58,24,42,70,52	25,17,15,13,26,22	48,35,40,83,49,26	20,18,9,32,25,9	221	215
72	11,22,6,11,7,11	16,30,18,15,16,10	10,2,6,22,11,8	13,26,22,39,10,8	224	298
73	7,19,4,5,6,5	75,77,48,41,68,53	8,3,5,16,8,6	72,22,36,90,68,44	224	298
74	8,9,6,10,14,10	37,32,27,26,32,24	14,6,11,11,14,2	27,13,8,49,44,26	298	298
75	8,11,9,12,14,10	32,38,28,18,38,33	15,9,12,12,16,2	31,13,25,52,23,21	298	298
76	8,11,9,12,14,10	20,14,9,12,21,18	15,9,12,12,16,2	16,18,7,26,18,5	298	215
77	30,38,28,14,39,32	25,17,15,13,26,22	33,13,27,50,31,22	20,18,9,32,25,9	298	215
