ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
1161	"ENSDARG00000101098"	NA	chrKN150051.1	-	1189	1587	1207	1587	986	1123
1162	"ENSDARG00000101098"	NA	chrKN150051.1	-	1189	1587	1408	1587	986	1123
1163	"ENSDARG00000101098"	NA	chrKN150051.1	-	1207	1587	1408	1587	986	1123
1164	"ENSDARG00000104659"	"CABZ01109604.1"	chrKN150470.1	+	0	167	0	119	269	370
1165	"ENSDARG00000101464"	"CABZ01088864.1"	chrKN150039.1	-	266	763	271	763	78	159
1166	"ENSDARG00000101464"	"CABZ01088864.1"	chrKN150039.1	-	266	763	679	763	78	159
1167	"ENSDARG00000101464"	"CABZ01088864.1"	chrKN150039.1	-	271	763	679	763	78	159
1168	"ENSDARG00000104316"	"CABZ01078055.1"	chrKN149997.1	+	4556	5034	4556	4952	5112	5246
1169	"ENSDARG00000104316"	"CABZ01078055.1"	chrKN149997.1	+	4556	5036	4556	4952	5112	5246
1170	"ENSDARG00000104316"	"CABZ01078055.1"	chrKN149997.1	+	4556	5036	4556	5034	5112	5246
1171	"ENSDARG00000101369"	"CABZ01090890.1"	chrKN150164.1	-	6625	6961	6676	6961	6421	6518
1172	"ENSDARG00000099056"	"CABZ01065076.1"	chrKN150683.1	+	3553	3729	3553	3728	4760	4890
1173	"ENSDARG00000104516"	"polr3d"	chrKN150353.1	-	8380	8596	8439	8596	7674	7925
1174	"ENSDARG00000100478"	NA	chrKN150322.1	-	11765	11848	11773	11848	9527	9695
1175	"ENSDARG00000099653"	NA	chrKN149818.1	-	10376	10542	10386	10542	3002	3097
1176	"ENSDARG00000099653"	NA	chrKN149818.1	-	13497	13599	13501	13599	13276	13419
1177	"ENSDARG00000102116"	"CABZ01072487.2"	chrKN150032.1	+	20709	21027	20709	20982	21116	21416
1178	"ENSDARG00000102116"	"CABZ01072487.2"	chrKN150032.1	+	21116	21433	21116	21416	21503	21611
1179	"ENSDARG00000113106"	"CABZ01080371.3"	chrKZ116034.1	+	26712	26869	26712	26860	27282	27407
1180	"ENSDARG00000101800"	"CABZ01088271.1"	chrKN150631.1	+	16118	16404	16118	16386	16599	16786
1181	"ENSDARG00000111812"	"CABZ01073083.1"	chrKN150306.1	-	26839	27280	27115	27280	23674	23885
1182	"ENSDARG00000098538"	"CABZ01112049.1"	chrKN150189.1	+	2808	3199	2808	2878	4349	4450
1183	"ENSDARG00000115982"	"CABZ01011673.1"	chrKN149749.1	-	30417	30526	30427	30526	29713	29833
1184	"ENSDARG00000102165"	"sema6a"	chrKN150518.1	-	28932	29058	29023	29058	17590	18648
1185	"ENSDARG00000102165"	"sema6a"	chrKN150518.1	-	31484	31641	31620	31641	17590	18648
1186	"ENSDARG00000102165"	"sema6a"	chrKN150518.1	-	31484	31641	31620	31641	28932	29058
1187	"ENSDARG00000102793"	"slc16a6a"	chrKN150708.1	-	28820	29071	28947	29071	28357	28501
1188	"ENSDARG00000099568"	"CABZ01071056.1"	chrKN150361.1	-	11615	11767	11623	11767	9069	9225
1189	"ENSDARG00000101611"	NA	chrKN150170.1	+	12321	12411	12321	12396	12499	12599
1190	"ENSDARG00000106760"	"golim4a"	chrKN150030.1	-	4742	5091	5041	5091	3050	3245
1191	"ENSDARG00000110900"	"CABZ01078606.1"	chrKN149959.1	+	6557	6649	6557	6643	8292	10983
1192	"ENSDARG00000115752"	"CABZ01028768.1"	chrKN150449.1	-	10064	10192	10132	10192	7094	7305
1193	"ENSDARG00000104672"	"CABZ01074397.1"	chrKN149880.1	+	40222	40658	40222	40396	49028	49075
1194	"ENSDARG00000104672"	"CABZ01074397.1"	chrKN149880.1	+	40222	40679	40222	40396	49028	49075
1195	"ENSDARG00000104672"	"CABZ01074397.1"	chrKN149880.1	+	40222	40690	40222	40396	49028	49075
1196	"ENSDARG00000104672"	"CABZ01074397.1"	chrKN149880.1	+	40222	40679	40222	40658	49028	49075
1197	"ENSDARG00000104672"	"CABZ01074397.1"	chrKN149880.1	+	40222	40690	40222	40658	49028	49075
1198	"ENSDARG00000104672"	"CABZ01074397.1"	chrKN149880.1	+	40222	40690	40222	40679	49028	49075
1199	"ENSDARG00000104672"	"CABZ01074397.1"	chrKN149880.1	+	40641	40744	40641	40658	49028	49075
1200	"ENSDARG00000104672"	"CABZ01074397.1"	chrKN149880.1	+	40641	40800	40641	40658	49028	49075
1201	"ENSDARG00000104672"	"CABZ01074397.1"	chrKN149880.1	+	40641	40744	40641	40679	49028	49075
1202	"ENSDARG00000104672"	"CABZ01074397.1"	chrKN149880.1	+	40641	40800	40641	40679	49028	49075
1203	"ENSDARG00000104672"	"CABZ01074397.1"	chrKN149880.1	+	40641	40744	40641	40690	49028	49075
1204	"ENSDARG00000104672"	"CABZ01074397.1"	chrKN149880.1	+	40641	40800	40641	40690	49028	49075
1205	"ENSDARG00000104672"	"CABZ01074397.1"	chrKN149880.1	+	40641	40800	40641	40744	49028	49075
1206	"ENSDARG00000101026"	"CABZ01038709.1"	chrKN150709.1	-	30076	30209	30101	30209	28311	28527
1207	"ENSDARG00000101026"	"CABZ01038709.1"	chrKN150709.1	-	30285	30914	30839	30914	30076	30209
1208	"ENSDARG00000098599"	NA	chrKN150041.2	+	48137	48544	48137	48502	48875	49064
1209	"ENSDARG00000103190"	"psmd2"	chrKN150158.1	-	9537	9594	9538	9594	9015	9180
