ID	p	p.adjusted	name
ZFA:0005435	5.5334443448986505E-5	0.029991268349350685	"actinotrichium"
ZFA:0005317	1.021479350170011E-4	0.0553641807792146	"pectoral fin fold"
ZFA:0000339	3.2573335426010355E-4	0.17654747800897613	"digestive system"
ZFA:0005316	3.775977825858567E-4	0.20465799816153435	"fin fold pectoral fin bud"
ZFA:0005647	4.1144200626951944E-4	0.22300156739807953	"tendon"
ZFA:0000292	0.0010159720852043943	0.5506568701807817	"surface structure"
ZFA:0005738	0.0013649764854716808	0.739817255125651	"intestinal bulb primordium"
ZFA:0000121	0.002779642114543907	1.0	"lateral plate mesoderm"
ZFA:0005737	0.0030419235167971717	1.0	"intestinal rod"
ZFA:0000140	0.003115620229303387	1.0	"pancreas"
ZFA:0000416	0.003388959466024819	1.0	"presumptive endoderm"
ZFA:0007118	0.004027868495496542	1.0	"vertebral body end plate"
ZFA:0000112	0.0046463206768197155	1.0	"gut"
ZFA:0001158	0.00467476018546459	1.0	"endocrine system"
ZFA:0001390	0.0057358439945736405	1.0	"pancreatic bud"
ZFA:0007124	0.005757411563623674	1.0	"keratinocyte progenitor cell"
ZFA:0009157	0.006140099290554224	1.0	"keratin accumulating cell"
ZFA:0001491	0.006830382407025875	1.0	"solid compound organ"
ZFA:0001453	0.00686347678616021	1.0	"pectoral fin field"
ZFA:0000254	0.007050082720640872	1.0	"pancreas primordium"
ZFA:0000124	0.007060216739455793	1.0	"liver primordium"
ZFA:0000085	0.007143477008689465	1.0	"apical ectodermal ridge pectoral fin bud"
ZFA:0001269	0.007511221880624823	1.0	"regenerating fin"
ZFA:0000098	0.007935130521685894	1.0	"proliferative region"
ZFA:0000017	0.008208756139446287	1.0	"endoderm"
ZFA:0000036	0.008682575387078841	1.0	"liver and biliary system"
ZFA:0000019	0.009226078670583459	1.0	"epiphysis"
ZFA:0001371	0.009412939502201144	1.0	"pancreatic system"
ZFA:0001065	0.009906805474349249	1.0	"lateral mesoderm"
ZFA:0005042	0.010558281061869963	1.0	"posterior lateral plate mesoderm"
ZFA:0001359	0.01097200406124241	1.0	"pineal complex"
ZFA:0009083	0.011477649381578376	1.0	"osteocyte"
ZFA:0001338	0.012003618162421695	1.0	"intestine"
ZFA:0005734	0.0124847964515463	1.0	"lacunocanalicular system"
ZFA:0005147	0.013430842799573395	1.0	"regenerating tissue"
ZFA:0000419	0.013586956521738934	1.0	"pterosphenoid"
ZFA:0000037	0.013606703932872699	1.0	"anatomical structure"
ZFA:0000028	0.014595569393659151	1.0	"heart primordium"
ZFA:0000789	0.014780027776024923	1.0	"mesoderm pectoral fin bud"
ZFA:0009034	0.0156226091536564	1.0	"epithelial cell"
ZFA:0001000	0.018377563123610656	1.0	"mesenchyme pectoral fin"
ZFA:0001472	0.019503891474045125	1.0	"anterior lateral line neuromast"
ZFA:0001515	0.020161290322582487	1.0	"taenia marginalis posterior"
ZFA:0009183	0.022935546278383144	1.0	"epidermal cell"
ZFA:0005922	0.029608444098069876	1.0	"migratory muscle precursor stream"
ZFA:0007122	0.030108590343235216	1.0	"epidermal stem cell"
ZFA:0000509	0.03285931647058051	1.0	"epithalamus"
ZFA:0001702	0.033569694098523464	1.0	"apical ectodermal ridge"
ZFA:0001336	0.03381642512077287	1.0	"neural spine"
ZFA:0007116	0.03383865290381392	1.0	"pleuroperitoneal region"
ZFA:0009029	0.03405535469920588	1.0	"odontoblast"
ZFA:0001355	0.03422866123433597	1.0	"primitive meninx"
ZFA:0005141	0.03629518825391693	1.0	"tooth pulp"
ZFA:0000003	0.037393879410500694	1.0	"adaxial cell"
ZFA:0000236	0.038345848526183134	1.0	"mandibular muscle"
ZFA:0001478	0.03881636830871369	1.0	"anatomical cluster"
ZFA:0001484	0.04027275132809977	1.0	"superficial blastomere"
ZFA:0000105	0.04136561993681215	1.0	"epidermis"
ZFA:0000027	0.04278180606108848	1.0	"paired fin skeleton"
ZFA:0005140	0.043448124297867693	1.0	"dental papilla"
ZFA:0000538	0.04347826086956514	1.0	"rib"
ZFA:0005545	0.04557836688592481	1.0	"pectoral fin actinotrichium"
ZFA:0001307	0.04720911177307635	1.0	"pharyngeal musculature"
ZFA:0009026	0.04883170407911168	1.0	"fibroblast"
ZFA:0000114	0.060339941477412215	1.0	"heart"
ZFA:0001489	0.0628324748832049	1.0	"compound organ component"
ZFA:0005923	0.06394235788087718	1.0	"anterior migratory muscle precursor stream"
ZFA:0000263	0.06422937705326588	1.0	"precaudal vertebra"
ZFA:0005117	0.06520323084939127	1.0	"anterior lateral line primordium"
ZFA:0000115	0.06537982463931118	1.0	"heart rudiment"
ZFA:0000149	0.06753662689269227	1.0	"primitive heart tube"
ZFA:0001439	0.07088464413020873	1.0	"anatomical system"
ZFA:0000040	0.07090092756793938	1.0	"median fin fold"
ZFA:0001469	0.07252587285657115	1.0	"lateral line"
ZFA:0001058	0.0726245076784946	1.0	"caudal fin"
ZFA:0001550	0.07338380896913095	1.0	"caudal fin lepidotrichium"
ZFA:0000207	0.07427916109933903	1.0	"fin musculature"
ZFA:0000328	0.07471026653042834	1.0	"cephalic musculature"
ZFA:0001719	0.07605252636006418	1.0	"presumptive cardiac ventricle heart tube"
ZFA:0001720	0.07605252636006418	1.0	"presumptive cardiac ventricle primitive heart tube"
ZFA:0001457	0.07613495410569264	1.0	"postcranial axial cartilage"
ZFA:0001069	0.07615029130470695	1.0	"ventral fin fold"
ZFA:0009138	0.07636487496572272	1.0	"mesodermal cell"
ZFA:0001512	0.07741194678726859	1.0	"anatomical group"
ZFA:0000717	0.07806339082172621	1.0	"apical ectodermal ridge median fin fold"
ZFA:0005482	0.07812499999999914	1.0	"prootic-pterosphenoid joint"
ZFA:0000676	0.07960199004975015	1.0	"sagitta"
ZFA:0000009	0.08127537234043898	1.0	"cardiac ventricle"
ZFA:0001180	0.0813486766483891	1.0	"epidermal basal stratum"
ZFA:0000360	0.08144154079409635	1.0	"heart tube"
ZFA:0005277	0.08218171954367798	1.0	"skeletal muscle"
ZFA:0005136	0.08219178082191829	1.0	"inner dental epithelium"
ZFA:0001185	0.08266949637800916	1.0	"periderm"
ZFA:0000089	0.08279261290339655	1.0	"fin fold actinotrichium"
ZFA:0001468	0.08289004044273753	1.0	"anterior lateral line system"
ZFA:0000519	0.08695652173912997	1.0	"hemal arch"
ZFA:0000568	0.08722941586129486	1.0	"presumptive blood"
ZFA:0009236	0.08814290995138895	1.0	"skeletal muscle myoblast"
ZFA:0009228	0.08942437661328713	1.0	"D cell"
ZFA:0005134	0.09007485891159672	1.0	"dental epithelium"
ZFA:0000943	0.09157206073604648	1.0	"pectoral fin skeleton"
ZFA:0000012	0.09267715602428432	1.0	"central nervous system"
ZFA:0005560	0.09374999999999899	1.0	"parasphenoid-basioccipital joint"
ZFA:0001105	0.09470226051097919	1.0	"embryonic structure"
ZFA:0001085	0.096020178442811	1.0	"hypaxial myotome region"
ZFA:0001652	0.0970594295367384	1.0	"head muscle"
ZFA:0009013	0.09741830746629711	1.0	"single fate stem cell"
ZFA:0001159	0.09771798509507146	1.0	"immune system"
