ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
0	"ENSDARG00000098584"	"CABZ01102240.1"	chrKN149883.1	-	4247	4261	4862	4876	2400	2465	5093	5187
1	"ENSDARG00000098959"	"CABZ01113771.1"	chrKN149914.1	-	7075	7189	8092	8206	5967	6102	8711	9353
2	"ENSDARG00000098959"	"CABZ01113771.1"	chrKN149914.1	-	7598	7712	8092	8206	7075	7189	8711	9353
3	"ENSDARG00000100540"	"CABZ01114105.1"	chrKN150574.1	-	9750	9924	11435	11609	6810	8923	13322	13496
4	"ENSDARG00000102793"	"slc16a6a"	chrKN150708.1	-	21691	21820	28357	28501	20488	21274	28820	29071
5	"ENSDARG00000102793"	"slc16a6a"	chrKN150708.1	-	28357	28501	28820	29071	21691	21820	31494	31870
6	"ENSDARG00000104343"	"ppic"	chrKN150596.1	+	19939	20053	20935	21029	17880	18545	22195	22380
7	"ENSDARG00000104276"	NA	chrKN150326.1	-	96102	96203	102054	102197	91206	91364	104319	104400
8	"ENSDARG00000099322"	"CABZ01071848.1"	chrKN149790.1	-	51719	51804	55044	55141	44639	44839	57764	57910
9	"ENSDARG00000105095"	"AL929028.8"	chrKN149688.2	+	42185	42359	205549	205723	28320	28494	207096	207143
10	"ENSDARG00000103584"	"BX927374.1"	chrKN149690.1	-	47071	47245	48182	48356	45578	45761	60953	62672
11	"ENSDARG00000117369"	"FO834799.2"	chr25	+	37471419	37471496	37471649	37471911	37470378	37470822	37473277	37473474
12	"ENSDARG00000117369"	"FO834799.2"	chr25	+	37471649	37471911	37473277	37473474	37471419	37471496	37474126	37474238
13	"ENSDARG00000110991"	NA	chr25	-	37461595	37461695	37462084	37462202	37460725	37461492	37462533	37462609
14	"ENSDARG00000110991"	NA	chr25	-	37462084	37462202	37462533	37462609	37461595	37461695	37462778	37462874
15	"ENSDARG00000110991"	NA	chr25	-	37462948	37463029	37463096	37463175	37462778	37462874	37463449	37463761
16	"ENSDARG00000114874"	"FP236318.4"	chr25	-	202943	203036	203346	203439	202322	202507	203904	204019
17	"ENSDARG00000110103"	"FO834799.1"	chr25	+	37454315	37454409	37454627	37454792	37453996	37454178	37455015	37455089
18	"ENSDARG00000110103"	"FO834799.1"	chr25	+	37457464	37457569	37457826	37457942	37457288	37457348	37458060	37458190
19	"ENSDARG00000110103"	"FO834799.1"	chr25	+	37458060	37458190	37458430	37458527	37457826	37457942	37458600	37458676
20	"ENSDARG00000009941"	"erc1a"	chr25	+	21194354	21194732	21197687	21197762	21180613	21181462	21202330	21202486
21	"ENSDARG00000073909"	"ppip5k1b"	chr25	+	19322560	19322668	19325293	19325356	19318808	19318905	19340138	19340276
22	"ENSDARG00000073909"	"ppip5k1b"	chr25	+	19322560	19322668	19340138	19340276	19318808	19318905	19341375	19341486
23	"ENSDARG00000051748"	"ccnd2a"	chr25	-	16982322	16982482	17044734	17044779	16977705	16977861	17238928	17239043
24	"ENSDARG00000061131"	"kif21a"	chr25	+	35742092	35742135	35743768	35743823	35742016	35742074	35744431	35744634
25	"ENSDARG00000073769"	"magi2b"	chr25	-	20788239	20788280	20800266	20800298	20785203	20785381	20811972	20812138
26	"ENSDARG00000100206"	"klhdc4"	chr25	-	12721495	12721574	12723845	12724008	12719782	12719991	12725189	12725282
27	"ENSDARG00000015709"	"hsd17b12a"	chr25	+	30220326	30220391	30220473	30220518	30219093	30219201	30220914	30220949
