ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
1	17,17,17,39,17,42	12,10,8,26,11,18	14,21,35,14,43,36	8,18,18,5,23,13	263	263
2	24,22,32,44,33,56	19,10,7,13,15,16	35,29,48,26,63,57	9,13,10,17,24,17	263	263
4	42,32,28,41,45,66	21,27,23,37,32,63	51,56,64,44,77,68	28,49,48,39,53,45	293	278
5	55,51,30,36,49,67	25,14,18,18,34,44	45,53,62,74,89,64	25,26,36,31,42,35	400	293
6	13,12,8,13,16,19	23,24,12,15,23,53	7,9,33,15,21,30	32,15,33,29,31,25	263	243
7	13,13,15,19,22,21	11,17,3,9,14,18	10,11,17,12,24,21	9,17,25,20,24,18	292	250
8	12,5,1,12,3,12	13,15,15,20,17,33	11,13,13,15,7,15	19,22,30,29,29,30	246	234
10	0,0,0,3,3,0	0,0,0,0,2,0	0,1,0,0,2,2	4,4,0,0,2,0	323	323
11	13,10,10,7,9,11	27,50,37,48,47,75	8,11,10,8,21,7	55,29,82,42,76,70	226	411
12	26,51,33,42,48,73	17,29,18,26,43,39	54,40,68,50,68,49	32,21,67,27,45,34	411	346
13	51,51,49,63,52,92	23,37,40,78,25,74	61,71,99,68,93,87	33,52,68,40,72,70	267	249
14	27,22,25,56,27,44	42,60,25,67,36,95	30,28,42,61,64,56	41,42,60,47,76,61	225	267
15	15,28,14,30,32,38	33,36,27,53,40,56	30,18,71,29,44,49	32,40,62,71,71,65	228	230
16	118,92,50,141,103,143	16,12,7,20,7,20	98,108,156,111,157,156	10,9,28,4,12,24	242	242
17	16,14,2,11,21,8	23,8,4,9,25,17	9,12,13,4,9,5	10,10,25,14,14,20	243	314
18	17,15,4,19,20,27	1,5,1,7,7,2	19,11,31,11,17,24	4,1,6,4,3,1	254	265
19	5,6,1,8,7,3	2,4,2,1,3,3	5,2,9,7,4,1	1,1,4,2,0,2	279	246
20	43,71,65,60,77,102	30,22,12,25,28,16	53,67,101,89,125,121	11,22,18,10,18,38	527	224
21	31,38,28,46,45,68	17,17,9,15,10,11	44,38,56,29,79,61	15,14,14,16,9,13	257	212
22	25,25,19,27,31,51	62,57,28,90,44,79	28,18,37,10,44,42	51,52,62,43,88,92	257	287
23	0,3,4,2,3,0	60,62,57,56,77,92	0,0,6,0,6,3	56,75,100,54,101,97	194	309
26	32,32,31,47,33,41	15,6,9,21,14,18	29,27,46,42,37,27	15,26,29,18,18,35	312	228
27	67,55,58,79,69,105	57,37,35,55,59,58	39,60,91,35,101,93	31,47,56,26,47,67	214	194
